subid,type,trial,target,person,utterance,selection,correct
56,practice,1,apple,parent,do you see a picture on your ipad?,,Y
56,practice,1,apple,child,"yup, a nana and that",,Y
56,practice,1,apple,parent,i want you to choose the apple,,Y
56,practice,1,apple,child,the apple,,Y
56,practice,1,apple,child,,child,Y
56,practice,4,apple,parent,tell me which one to choose,,N
56,practice,4,apple,child,banana,,N
56,practice,4,apple,parent,"banana? okay, got it.",,N
56,practice,4,apple,parent,,parent,N
56,practice,2,artichoke,child,which one should i choose?,,Y
56,practice,2,artichoke,child,"um, broccoli",,Y
56,practice,2,artichoke,parent,i think you think this one's broccoli,,Y
56,practice,2,artichoke,parent,,parent,Y
56,practice,5,artichoke,child,tell me which one,,Y
56,practice,5,artichoke,parent,i want you to choose the one on the right,,Y
56,practice,5,artichoke,child,,child,Y
56,practice,5,artichoke,parent,"that's called, what's that called. artichoke",,Y
56,practice,3,onion,parent,"go ahead, okay",,N
56,practice,3,onion,child,,child,N
56,practice,3,onion,parent,"hold on, ready, oh",,N
56,practice,6,onion,parent,which one do you think?,,Y
56,practice,6,onion,child,this one,,Y
56,practice,6,onion,parent,what's it look like?,,Y
56,practice,6,onion,child,it looks like nana,,Y
56,practice,6,onion,parent,it looks like what?,,Y
56,practice,6,onion,child,it looks like a banana,,Y
56,practice,6,onion,parent,"hm, i think you mean this one",,Y
56,practice,6,onion,parent,,parent,Y
56,practice,6,onion,parent,"that's, um, I think that was an onion",,Y
56,test,9,A1,parent,this one is the person running. do you see it looks like a person running with their foot up?,,Y
56,test,9,A1,child,yup,,Y
56,test,9,A1,child,,child,Y
56,test,17,A1,parent,can you show me which one the picture is around? tell me with your words?,,Y
56,test,17,A1,child,this one.,,Y
56,test,17,A1,parent,what does it look like?,,Y
56,test,17,A1,child,it looks like a people walking so fast,,Y
56,test,17,A1,parent,,parent,Y
56,test,17,A1,parent,"ok, very good, xxx!",,Y
56,test,27,A1,parent,cool!,,Y
56,test,27,A1,parent,my blue square is around the person running towards the doggie,,Y
