subid,type,trial,target,person,utterance,selection,correct
51,practice,1,apple,parent,"choose the one that has a leaf on top of it, and it is usually red",,Y
51,practice,1,apple,child,,child,Y
51,practice,4,apple,parent,do you have a blue box?,,Y
51,practice,4,apple,child,yes!,,Y
51,practice,4,apple,parent,tell me what's in your blue box,,Y
51,practice,4,apple,child,"it has a green leaf on top, and it's red and has a brown stem",,Y
51,practice,4,apple,parent,,parent,Y
51,practice,2,artichoke,parent,ok do you see a blue box around one of them?,,Y
51,practice,2,artichoke,child,yeah?,,Y
51,practice,2,artichoke,parent,describe it to mommy so I can touch it on my screen,,Y
51,practice,2,artichoke,child,"it looks like it has this little thing right here, its this size and",,Y
51,practice,2,artichoke,parent,can you tell me some more about it?,,Y
51,practice,2,artichoke,parent,Do you think you know what it is?,,Y
51,practice,2,artichoke,parent,,parent,Y
51,practice,5,artichoke,parent,"alright so this is an artichoke, it has little things that look like little flower petals. Which one do you think it is?",,Y
51,practice,5,artichoke,child,,child,Y
51,practice,3,onion,parent,ok now the blue box is on my side. This is likely an onion and it has smooth circle,,Y
51,practice,3,onion,child,,child,Y
51,practice,6,onion,child,oh great I have the blue box!,,Y
51,practice,6,onion,parent,ok tell me whats in your blue box,,Y
51,practice,6,onion,child,onion,,Y
51,practice,6,onion,parent,,parent,Y
51,test,4,A1,child,Looks like someone walking,,Y
51,test,4,A1,parent,,parent,Y
51,test,20,A1,parent,"this looks like at the very top there is a small square head, and there's a series of triangles...",,Y
51,test,20,A1,child,,child,Y
51,test,28,A1,child,this person is skipping,,Y
51,test,28,A1,parent,,parent,Y
51,test,38,A1,parent,"walking, skipping",,Y
51,test,38,A1,child,,child,Y
51,test,5,B1,parent,"this looks like they are blocks and there is a square at the very top, and it's looking down",,Y
51,test,5,B1,child,"ooh, I got it",,Y
51,test,5,B1,child,,child,Y
51,test,17,B1,child,"it's someone walking, with their hands in the pocket",,Y
51,test,17,B1,parent,they're walking with their hands in the pocket is that it?,,Y
51,test,17,B1,parent,,parent,Y
51,test,21,B1,parent,this is the one where you said a man walking with his head down with his hands in his pocket,,Y
51,test,21,B1,child,,child,Y
51,test,35,B1,child,it's someone walking,,Y
51,test,35,B1,parent,,parent,Y
51,test,2,C1,child,it looks like it has.. it looks like a dog,,Y
51,test,2,C1,parent,looks like a dog? what is the dog doing,,Y
51,test,2,C1,child,i think it's a person bowing at a concert or something,,Y
51,test,2,C1,parent,,parent,Y
51,test,12,C1,parent,ok this is the picture that has the two blocks separated and the square is looking down,,Y
51,test,12,C1,child,,child,Y
51,test,30,C1,child,this person is laying down like a dog,,Y
51,test,30,C1,parent,,parent,Y
51,test,32,C1,parent,"this is somebody kneeling, the square is not connected",,Y
51,test,32,C1,child,you mean the jumping for joy one?,,Y
51,test,32,C1,parent,"no, the other one",,Y
51,test,32,C1,child,,child,Y
51,test,9,D1,parent,"right I have the blue box again. Okay so this has a triangle for a tail and the triangle tail almost looks like it's an airplane, and then I see a squareat the front",,Y
51,test,9,D1,child,this may look like an airplane?,,Y
51,test,9,D1,parent,I think it looks like an airplane,,Y
51,test,9,D1,child,,child,Y
51,test,19,D1,child,"it looks like someone that's laying down and it's playing on a tablet, and it has its one foot down on the floor and one foot up",,Y
51,test,19,D1,parent,ok laying down playing on a tablet?,,Y
51,test,19,D1,parent,,parent,Y
51,test,27,D1,parent,this is the one you said that a person laying down playing on a tablet with one foot in the air,,Y
51,test,27,D1,child,,child,Y
51,test,39,D1,child,it's someone lying down on his tablet,,Y
51,test,39,D1,parent,,parent,Y
51,test,3,E1,parent,ooh this looks like somebody is happy and jumping for joy! Yay! and it looks like it has both hands in the air and just jumping. It's like they are skipping or jumping up high,,Y
51,test,3,E1,child,,child,Y
51,test,15,E1,child,"so it's someone happy and xxx and it's really happy, and it has diamond face and xxx. And it's jumping for joy",,Y
51,test,15,E1,parent,,parent,Y
51,test,29,E1,parent,this person is jumping for joy,,Y
51,test,29,E1,child,,child,Y
51,test,33,E1,child,this is the one that's jumping for joy,,Y
51,test,33,E1,parent,,parent,Y
51,test,10,F1,child,"it's someone that has a square head and has arm up, and it's trying to do a jump",,Y
51,test,10,F1,parent,it's trying to jump?,,Y
51,test,10,F1,child,its doing a split jump,,Y
51,test,10,F1,parent,ok,,Y
51,test,10,F1,parent,,parent,Y
51,test,16,F1,parent,"this looks like one triangle facing down and then another triangle facing to the side, and then it's a square on top that is also tilted",,N
51,test,16,F1,child,,child,N
51,test,26,F1,child,"this one was jumping, and it has its hand in the air, and it's doing a split jump",,Y
51,test,26,F1,parent,,parent,Y
51,test,36,F1,parent,doing a split,,Y
51,test,36,F1,child,,child,Y
51,test,6,G1,child,someone that's sitting in a chair,,Y
51,test,6,G1,parent,,parent,Y
51,test,14,G1,parent,"this looks like there is a square, a large square bottom, and it's like it's making a L shape with the block and then it's a square on its top. So it just looks like it has three shapes, with the square on top, like L-shape looking block that's sitting on a square",,Y
51,test,14,G1,child,,child,Y
51,test,14,G1,child,"it looked like someone sitting on a chair, on a block",,Y
51,test,22,G1,child,it's someone sitting with his head down looking like... has a necklace in his hands,,Y
51,test,22,G1,parent,,parent,Y
51,test,34,G1,parent,this is not the one jumping for joy,,Y
51,test,34,G1,child,,child,Y
51,test,7,H1,parent,"this has a square at the very top but it's like a diamond. It is touching another like large area.. This one looks like a rectangle, and it's the top of the triangle with a square at the top",,Y
51,test,7,H1,child,,child,Y
51,test,13,H1,child,"it has a square face, and has a diamond face, and the diamond face is shaped like a diamond, and it's like has a food in its hands and its xxx",,Y
51,test,13,H1,parent,,parent,Y
51,test,25,H1,parent,this is the one that is not the one looking like its skipping. Its the other one,,Y
51,test,25,H1,child,,child,Y
51,test,31,H1,child,this one is someone that's holding a plate with soup in it at a restaurant,,Y
51,test,31,H1,parent,,parent,Y
51,test,8,I1,child,it's someone that's giving a drink to someone and it's bending man,,Y
51,test,8,I1,parent,You think it's a man bending and giving a drink?,,Y
51,test,8,I1,child,"yes, someone that's a",,Y
51,test,8,I1,parent,,parent,Y
51,test,18,I1,parent,this is the one that you said looks like they are serving drinks at the restaurant,,Y
51,test,18,I1,child,,child,Y
51,test,24,I1,child,this one looks like at a restaurant and it has a drink to someone,,Y
51,test,24,I1,parent,,parent,Y
51,test,40,I1,parent,this is the one not walking,,Y
51,test,40,I1,child,,child,Y
51,test,1,K1,parent,okay so this looks like a man bending over and serving something to somebody,,Y
51,test,1,K1,child,,child,Y
51,test,11,K1,child,its like a man that has a hat on and he has a like a thorn somewhere on his back,,Y
