Timeline.ordinal,subid,type,trial,target,person,utterance,selection
0,54,practice,1,apple,parent,"ok, xxx, I have the blue box so I am going to ask you to pick the apple. Can you touch the apple? The one that looks like an apple?",
1,54,practice,1,apple,child,,child
20,54,practice,4,apple,parent,"ok, so which one has the blue box?",
21,54,practice,4,apple,child,the apple,
22,54,practice,4,apple,parent,"the apple? ok, i'm going to pick the apple",
23,54,practice,4,apple,parent,,parent
2,54,practice,2,artichoke,parent,now it's your turn. which one has the blue box? can you tell me? can you describe it? tell me which one has the blue box around it and i'll pick that same one.,
3,54,practice,2,artichoke,child,i don't know,
4,54,practice,2,artichoke,parent,"ok, well can you describe it? what does it look like?",
5,54,practice,2,artichoke,child,um,
6,54,practice,2,artichoke,parent,"is it... does it have a lot of scales on it, like a lizard?",
7,54,practice,2,artichoke,child,yeah,
8,54,practice,2,artichoke,parent,or is it more round with like little hairs on the bottom. which one is it?,
9,54,practice,2,artichoke,child,it has like a square around it that is sticking out.,
10,54,practice,2,artichoke,parent,"ok, but the picture inside the blue box, does it have scales ike a lizard or is it more smooth?",
11,54,practice,2,artichoke,child,more smooth,
12,54,practice,2,artichoke,parent,"it's not the one with the scales, it's the one that's more smooth that's got the little hairs at the bottom",
13,54,practice,2,artichoke,child,yeah,
14,54,practice,2,artichoke,parent,"ok, i'm going to pick the more round one",
15,54,practice,2,artichoke,parent,,parent
24,54,practice,5,artichoke,parent,"alright, i've got the blue box. can you pick the one that looks like it has scales?",
25,54,practice,5,artichoke,child,,child
26,54,practice,5,artichoke,parent,that one's called an artichoke,
16,54,practice,3,onion,parent,"alright, now it's my turn. so, same pictures, you've got the one that's got the scales on it, and the one that you told me to pick. the one i think you told me to pick which is more smooth. can you pick the one that's more smooth?",
17,54,practice,3,onion,parent,"you can't look, xxx, sit down.",
18,54,practice,3,onion,parent,so more smooth with a little tuft of hair?,
19,54,practice,3,onion,child,,child
27,54,practice,6,onion,parent,"your turn, you have the blue box, which one should i pick?",
28,54,practice,6,onion,child,um,
29,54,practice,6,onion,parent,"you don't know. ok, is it the one with the scales? that looks like it has scales? or is it the..",
30,54,practice,6,onion,child,"no, it's with the hair",
31,54,practice,6,onion,parent,"it's with the hair at the bottom? small tufts of hair? ok, i'll pick that one.",
32,54,practice,6,onion,parent,,parent
71,54,test,4,A1,parent,"alright, so which one has the blue box for you?",
72,54,test,4,A1,child,"um, it's on the side and it has a square on the top and a triangle and a triangle and a triangle and then another triangle and then this thing right here, i don't know, and then this thing right here and that's all it is on there. and it looks like this and this are feet, this and this are legs and this is a body and this is a head of a person and it looks like that person is running.",
73,54,test,4,A1,parent,"ok, thank you! that's very descriptive, i'm going to pick the one that looks like the person running, okay? with two feet at the bottom, that looks like they're running, okay?",
74,54,test,4,A1,child,yeah,
75,54,test,4,A1,parent,thank you,
76,54,test,4,A1,parent,,parent
172,54,test,18,A1,parent,"this person is not the one we just picked, it's the other one. it looks like the person walking",
173,54,test,18,A1,child,"no, running",
174,54,test,18,A1,parent,"oh, yeah, running, ok, they look like they're moving pretty fast, can you pick the one who's running?",
175,54,test,18,A1,child,,child
222,54,test,30,A1,child,it's the person running,
223,54,test,30,A1,parent,running?,
224,54,test,30,A1,parent,,parent
243,54,test,36,A1,parent,the one who's running,
244,54,test,36,A1,child,,child
82,54,test,6,B1,child,"mine looks like, now mine looks like it's the same but now it's walking",
83,54,test,6,B1,parent,"the person's walking now? ok, that's very good.",
84,54,test,6,B1,child,can you pick that one?,
85,54,test,6,B1,parent,i'll pick that one,
87,54,test,6,B1,parent,,parent
150,54,test,14,B1,parent,"ok, so for me this is the person who's walking, can you pick the one who looks like they're walking?",
151,54,test,14,B1,child,,child
216,54,test,28,B1,parent,"ok, which one",
217,54,test,28,B1,child,the people that's walking,
218,54,test,28,B1,parent,the person's walking? okay,
219,54,test,28,B1,parent,,parent
233,54,test,32,B1,parent,ok. the one who's walking? pick that one please?,
234,54,test,32,B1,child,,child
