Timeline.ordinal,subid,type,trial,target,person,utterance,selection
0,9,practice,1,apple,parent,"Do you see shapes, do you see your things?",
1,9,practice,1,apple,parent,OK um this can be white or green,
2,9,practice,1,apple,child,I know it,
3,9,practice,1,apple,parent,So touch it,
4,9,practice,1,apple,child,,child
5,9,practice,1,apple,child,I got it,
20,9,practice,4,apple,child,Um it can be red or yellow or green,
21,9,practice,4,apple,parent,,parent
6,9,practice,2,artichoke,parent,You're the leader!,
7,9,practice,2,artichoke,child,It's like,
8,9,practice,2,artichoke,child,"it's like I think it's a it's like brown it's a, it can be brown and then it has zzz like",
9,9,practice,2,artichoke,parent,Well maybe you could describe like the shape of it,
10,9,practice,2,artichoke,child,Well the shape is like a circle and then it has it looks like a pinecone,
11,9,practice,2,artichoke,parent,,parent
12,9,practice,2,artichoke,parent,That was a great description!,
22,9,practice,5,artichoke,parent,OK this kinda looks like a pineapple,
23,9,practice,5,artichoke,child,,child
24,9,practice,5,artichoke,parent,"It's an artichoke, that's what it's called",
13,9,practice,3,onion,parent,An artichoke,
16,9,practice,3,onion,parent,OK this one um is sticky if you cut it,
17,9,practice,3,onion,child,Oh,
18,9,practice,3,onion,child,,child
19,9,practice,3,onion,parent,"Go, yyy",
25,9,practice,6,onion,child,"Um, it makes your eyes watery",
26,9,practice,6,onion,parent,,parent
61,9,test,8,A1,child,Um it looks like someone that had a good day,
62,9,test,8,A1,parent,,parent
63,9,test,8,A1,child,And they were like this,
86,9,test,14,A1,parent,It looks like someone kinda like skipping,
87,9,test,14,A1,child,Oh,
88,9,test,14,A1,child,,child
121,9,test,24,A1,child,It looks like someone skipping,
122,9,test,24,A1,parent,,parent
163,9,test,38,A1,parent,Oh it looks like um someone walking away,
164,9,test,38,A1,parent,Kind of running away,
165,9,test,38,A1,child,,child
32,9,test,1,B1,parent,OK this one uh looks like a person walking with their head down,
33,9,test,1,B1,child,Oh,
34,9,test,1,B1,child,,child
35,9,test,1,B1,child,"Woah, that's cool",
95,9,test,17,B1,child,It looks like someone is walking and he had a sad day,
96,9,test,17,B1,parent,,parent
119,9,test,23,B1,parent,Uh someone who had a sad day,
120,9,test,23,B1,child,,child
166,9,test,39,B1,child,It looks like someone had a sad day,
167,9,test,39,B1,parent,,parent
65,9,test,9,C1,parent,Um it looks like someone who might be like kneeling and praying,
66,9,test,9,C1,child,Oh,
67,9,test,9,C1,child,,child
99,9,test,19,C1,child,It looks like someone praying and kneeling,
100,9,test,19,C1,parent,,parent
113,9,test,21,C1,parent,It's somebody who looks like they're kneeling or praying,
114,9,test,21,C1,child,Oh,
115,9,test,21,C1,child,,child
161,9,test,37,C1,child,"It looks like someone, like praying",
162,9,test,37,C1,parent,,parent
45,9,test,5,D1,parent,Um it looks like someone is laying down reading with like a foot up,
46,9,test,5,D1,child,,child
47,9,test,5,D1,child,I think I got it,
82,9,test,13,D1,child,It looks like somebody in a jet um and he has a little cart on like the back of it,
83,9,test,13,D1,parent,"Oh, like someone's flying in the jet",
84,9,test,13,D1,child,Yeah,
85,9,test,13,D1,parent,,parent
123,9,test,25,D1,parent,Oh someone riding in a jet,
124,9,test,25,D1,child,,child
156,9,test,35,D1,child,It looks like someone like flying in a jet,
157,9,test,35,D1,parent,,parent
56,9,test,7,E1,parent,OK um it looks like this person just found some good news,
57,9,test,7,E1,child,Or he's like flying off a jet?,
58,9,test,7,E1,parent,"Or flying off a jet, yes",
59,9,test,7,E1,child,,child
60,9,test,7,E1,parent,That's a perfectly good description too,
89,9,test,15,E1,child,It looks like someone that's flying off a jet,
90,9,test,15,E1,parent,,parent
91,9,test,15,E1,child,Like skydiving,
92,9,test,15,E1,parent,"Yeah, got it",
133,9,test,29,E1,parent,Um it looks like someone who is jumping off a cliff or had a good day,
134,9,test,29,E1,child,Or is skydiving or,
135,9,test,29,E1,parent,"Or is skydiving, yes",
136,9,test,29,E1,child,,child
151,9,test,33,E1,child,Um it looks like someone skydiving off a cliff,
152,9,test,33,E1,parent,,parent
38,9,test,3,F1,parent,"Uh this looks like someone running away going like ""yikes!"" with their hand up in the air",
39,9,test,3,F1,child,Like this?,
40,9,test,3,F1,parent,Yeah,
41,9,test,3,F1,child,,child
42,9,test,3,F1,child,Woah,
72,9,test,11,F1,parent,OK good job it says time for the next round,
73,9,test,11,F1,parent,Do you have a blue square or do I have a blue square?,
74,9,test,11,F1,child,I do,
75,9,test,11,F1,parent,Alright,
76,9,test,11,F1,child,Uh it looks like someone is like running away with his uh shark,
77,9,test,11,F1,parent,,parent
127,9,test,27,F1,parent,Uh it looks like someone running away from a shark,
128,9,test,27,F1,child,,child
129,9,test,27,F1,child,Like jaws,
143,9,test,31,F1,child,It looks like someone like they saw something really scary,
144,9,test,31,F1,parent,,parent
