Timeline.ordinal,subid,type,trial,target,person,utterance,selection
0,47,practice,1,apple,parent,so I want you to select the apple,
1,47,practice,1,apple,child,,child
8,47,practice,4,apple,child,"i want you to select the, the one with, the one that makes a crunching sound when you eat it",
9,47,practice,4,apple,parent,,parent
10,47,practice,4,apple,parent,you can just tell me what it was,
2,47,practice,2,artichoke,parent,you tell me which one,
3,47,practice,2,artichoke,child,"ok, um, I want you to select, um, the one that looks like a hot air balloon like with a",
4,47,practice,2,artichoke,parent,okay,
5,47,practice,2,artichoke,parent,,parent
11,47,practice,5,artichoke,parent,i want you to select the one that you said looked like a hot air balloon,
12,47,practice,5,artichoke,child,,child
6,47,practice,3,onion,parent,i want you to select the opposite one of the one you just had,
7,47,practice,3,onion,child,,child
13,47,practice,6,onion,child,"i want you to select the one that is round and at the end is kind of like, leafy",
14,47,practice,6,onion,parent,,parent
40,47,test,9,A1,parent,"and i want you to.. well, they both look like they're standing up, but one looks like a dog like you said before. don't pick the dog, pick the one that looks like a regular person just standing on one leg",
41,47,test,9,A1,child,,child
42,47,test,9,A1,child,i was about to pick the dog,
66,47,test,19,A1,child,i want you to choose the one with all different kind of swirls and curls on its body,
67,47,test,19,A1,parent,does it look like a person running? or maybe a person laying down,
68,47,test,19,A1,child,"a person, like, running",
69,47,test,19,A1,parent,,parent
70,47,test,19,A1,child,in a hustle,
77,47,test,23,A1,parent,"i want you to choose the one that looks like it is walking, not the one holding the triangle",
78,47,test,23,A1,child,,child
112,47,test,39,A1,child,i want you to choose the one that looks like it's standing up straight with all kind of arms and,
113,47,test,39,A1,parent,,parent
27,47,test,4,B1,child,"so, i want you to pick the one that looks like it's walking instead of holding a triangle",
28,47,test,4,B1,parent,,parent
29,47,test,4,B1,parent,that was a good description,
53,47,test,14,B1,parent,"i want you to pick the one that looks like it's walking, not laying down",
54,47,test,14,B1,child,sad?,
55,47,test,14,B1,parent,yes,
56,47,test,14,B1,child,,child
57,47,test,14,B1,parent,he's walking with his head hanging down,
83,47,test,26,B1,child,i want you to choose the one who's like walking away sadly,
84,47,test,26,B1,parent,,parent
109,47,test,38,B1,parent,"i want you to choose the one that looks like it's walking away, sad",
110,47,test,38,B1,child,the one with the head down?,
111,47,test,38,B1,child,,child
43,47,test,10,C1,child,"i want you to pick the one that looks like, uh, them praying?",
44,47,test,10,C1,parent,,parent
45,47,test,10,C1,parent,"i thought the same thing! it does look like they're praying, doesn't it",
60,47,test,16,C1,parent,i want you to choose the one that is praying,
61,47,test,16,C1,child,,child
91,47,test,30,C1,child,"i want you to choose, sorry! i want you to choose the one that is praying",
92,47,test,30,C1,parent,,parent
105,47,test,36,C1,parent,choose the one that is praying,
106,47,test,36,C1,child,,child
30,47,test,5,D1,parent,i want you to pick the one that looks like its laying down,
31,47,test,5,D1,child,,child
62,47,test,17,D1,child,"i want you to choose the one that's laying down, like crazy",
63,47,test,17,D1,parent,,parent
73,47,test,21,D1,parent,i want you to choose the one that looks like its laying down,
74,47,test,21,D1,child,,child
107,47,test,37,D1,child,"um, i want you to choose the one that doesn't look like the dog, the one that looks like it's having no fun",
108,47,test,37,D1,parent,,parent
23,47,test,3,E1,parent,"i want you to choose the one that has the two big points at the top. so there's a diamond head in both of them, right?",
24,47,test,3,E1,child,yes,
25,47,test,3,E1,parent,but there's only one that has a skinnier bottom and one that has a wider bottom. can you choose the one with the wider bottom?,
26,47,test,3,E1,child,,child
