subid,type,trial,target,person,utterance,selection,correct
58,practice,1,apple,parent,I have the blue box. Do you have a blue box?,,Y
58,practice,1,apple,child,no,,Y
58,practice,1,apple,parent,okay so my blue box there's something that's usually red and has a xxx on top of it,,Y
58,practice,1,apple,child,an apple!,,Y
58,practice,4,apple,child,it is red and it has a stem,,Y
58,practice,4,apple,parent,I think it's the apple,,Y
58,practice,4,apple,parent,,parent,Y
58,practice,2,artichoke,parent,"okay, now you have the blue box, right?",,Y
58,practice,2,artichoke,child,yeah,,Y
58,practice,2,artichoke,child,it has like a shape like this,,Y
58,practice,2,artichoke,parent,you have to use your words,,Y
58,practice,2,artichoke,child,it shapes like a circle and a square at the bottom,,Y
58,practice,2,artichoke,parent,does it have hair coming out of it a little bit?,,Y
58,practice,2,artichoke,child,there's little circles on the top,,Y
58,practice,2,artichoke,parent,okay I'm thinking it's the artichoke,,Y
58,practice,2,artichoke,parent,,parent,Y
58,practice,5,artichoke,parent,"so my box has it's kind of a circle, but it looks like it has leaves on it",,Y
58,practice,5,artichoke,child,apple?,,Y
58,practice,5,artichoke,parent,which one looks like it kind of has leaves on it,,Y
58,practice,5,artichoke,child,,child,Y
58,practice,5,artichoke,child,artichoke!,,Y
58,practice,3,onion,parent,my blue box is circle with a top and a bottom piece coming out of it,,Y
58,practice,3,onion,child,I don't know it's name,,Y
58,practice,3,onion,parent,it's okay you can touch it,,Y
58,practice,3,onion,child,,child,Y
58,practice,3,onion,parent,it's an onion,,Y
58,practice,6,onion,child,it's something round and it looks like it has a paint xx on it,,Y
58,practice,6,onion,parent,,parent,Y
58,practice,6,onion,parent,it's an onion,,Y
58,test,8,A1,child,it looks like a guy that's running and he has his foot up,,Y
58,test,8,A1,parent,,parent,Y
58,test,14,A1,parent,this looks like somebody running,,Y
58,test,14,A1,child,,child,Y
58,test,28,A1,child,it looks like a guy jogging,,Y
58,test,28,A1,parent,,parent,Y
58,test,40,A1,parent,this looks like somebody walking down the street,,Y
58,test,40,A1,child,,child,Y
58,test,9,B1,parent,my box looks like a person that's walking with their hands in the pockets with their head down,,Y
58,test,9,B1,child,that's so easy,,Y
58,test,9,B1,child,,child,Y
58,test,19,B1,child,it looks like a guy with his head down and his hands in his pocket,,Y
58,test,19,B1,parent,that sounds exactly like what I said,,Y
58,test,19,B1,parent,,parent,Y
58,test,21,B1,parent,somebody walking down the street,,Y
58,test,21,B1,child,,child,Y
58,test,31,B1,child,it looks like a butler holding something just kidding,,Y
58,test,31,B1,parent,is it the opposite of the butler holding something?,,Y
58,test,31,B1,child,someone putting their hands in the pockets,,Y
58,test,31,B1,parent,,parent,Y
58,test,5,C1,parent,my box looks like somebody kneeling kind of,,Y
58,test,5,C1,child,he's like bowing,,Y
58,test,5,C1,parent,pick the picture,,Y
58,test,5,C1,child,,child,Y
58,test,11,C1,child,it looks like a guy kneeling down and bowing,,Y
58,test,11,C1,parent,,parent,Y
58,test,25,C1,parent,looks like somebody bowing,,Y
58,test,25,C1,child,,child,Y
58,test,35,C1,child,looks like a guy with his head down on the ground,,Y
58,test,35,C1,parent,,parent,Y
58,test,10,D1,child,"it looks like a boat, but it looks like a guy",,Y
58,test,10,D1,parent,,parent,Y
58,test,16,D1,parent,this looks like somebody flying an airplane,,Y
58,test,16,D1,child,,child,Y
58,test,22,D1,child,somebody driving an airplane,,Y
58,test,22,D1,child,,child,Y
58,test,32,D1,parent,that looks like somebody on a boat,,Y
58,test,32,D1,child,,child,Y
58,test,3,E1,parent,my box looks like somebody that has no arms that's jumping in the air,,Y
58,test,3,E1,child,i know what that it,,Y
58,test,3,E1,child,,child,Y
58,test,17,E1,child,it looks like a dad jumping,,Y
58,test,17,E1,parent,,parent,Y
58,test,27,E1,parent,jumping for joy,,Y
58,test,27,E1,child,,child,Y
58,test,33,E1,child,it looks like a guy jumping for joy,,Y
58,test,33,E1,parent,,parent,Y
58,test,2,F1,child,it's a guy looks like a square sticking out of his head,,N
58,test,2,F1,parent,i think it's this one,,N
58,test,2,F1,parent,,parent,N
58,test,20,F1,parent,this box lookg like somebody... it looks like an old woman on a dress jumping,,N
58,test,20,F1,child,that's not on here,,N
58,test,20,F1,parent,it's on your screen I don't know how to describe it,,N
58,test,20,F1,child,,child,N
58,test,20,F1,child,was it the guy sitting,,N
58,test,20,F1,parent,"maybe, okay.",,N
58,test,30,F1,child,looks like a guy and he's running from a scary monster,,Y
58,test,30,F1,parent,ooh I like that!,,Y
58,test,30,F1,parent,,parent,Y
58,test,34,F1,parent,it looks like a crazy chicken,,Y
58,test,34,F1,child,,child,Y
58,test,7,G1,parent,this box kind of looks like somebody's sitting or kneeling,,Y
58,test,7,G1,child,,child,Y
58,test,13,G1,child,it looks like a guy his head down and he has a traingle for his arms,,Y
58,test,13,G1,parent,,parent,Y
58,test,23,G1,parent,someone kneeling on a box,,Y
58,test,23,G1,child,,child,Y
58,test,37,G1,child,it looks like a guy that's playing on their phone or something,,Y
58,test,37,G1,parent,,parent,Y
58,test,4,H1,child,mine looks like somebody holding.. it looks like a square and kind of a triangle shape mixed with a rectangle,,Y
58,test,4,H1,parent,,parent,Y
58,test,18,H1,parent,this looks like somebody holding..,,Y
58,test,18,H1,child,,child,Y
58,test,26,H1,child,it's a guy holding something,,Y
58,test,26,H1,parent,,parent,Y
58,test,38,H1,parent,this looks like somebody holding a tray,,Y
58,test,38,H1,child,,child,Y
58,test,1,I1,parent,okay now I have the box. my box looks like somebody holding something,,Y
58,test,1,I1,child,"it's easy, a guy holding a triangle",,Y
58,test,1,I1,child,,child,Y
58,test,15,I1,child,it looks like a guy moving something,,Y
58,test,15,I1,parent,,parent,Y
58,test,29,I1,parent,this one looks like a butler serving something,,Y
58,test,29,I1,child,,child,Y
58,test,39,I1,child,it looks like a guy he's like bending his arm,,Y
58,test,39,I1,parent,,parent,Y
58,test,6,K1,child,it's a thing that looks like it has a tail and a triangle on its head,,N
58,test,6,K1,parent,,parent,N
58,test,12,K1,parent,this box kind of looks like a dog and its hind legs,,Y
58,test,24,K1,child,it looks like a dog,,Y
58,test,24,K1,parent,,parent,Y
58,test,36,K1,parent,this looks like a frankie with a tail in a party,,Y
58,test,36,K1,child,,child,Y
