Timeline.ordinal,subid,type,trial,target,person,utterance,selection
0,60,practice,1,apple,parent,"alright, click on the apple.",
1,60,practice,1,apple,child,,child
10,60,practice,4,apple,child,Click on the banana,
11,60,practice,4,apple,parent,,parent
3,60,practice,2,artichoke,child,click on the pear,
4,60,practice,2,artichoke,parent,the pear? hmm,
5,60,practice,2,artichoke,parent,,parent
12,60,practice,5,artichoke,parent,okay now I want you to click on the artichoke,
13,60,practice,5,artichoke,child,is this the artichoke?,
15,60,practice,5,artichoke,parent,"it's the one that has, um, it almost looks like a flower. it has lots of little scales on the side",
16,60,practice,5,artichoke,child,this one?,
17,60,practice,5,artichoke,parent,"I can't see yours, so you have to pick the one that has lots of leaf looking things on the side to that",
18,60,practice,5,artichoke,child,,child
6,60,practice,3,onion,parent,"okay now you click on the... I think it's actually an onion, not a pear um.",
7,60,practice,3,onion,child,,child
19,60,practice,6,onion,child,"tap, tap on your b-, tap on your onion.",
21,60,practice,6,onion,parent,my onion?,
22,60,practice,6,onion,parent,,parent
53,60,test,7,A1,parent,okay. I want you to click on the one that looks like somebody running and looking up.,
54,60,test,7,A1,child,,child
69,60,test,11,A1,child,"tap on the one one with, with, with that looks like, tap on the one that, that's, that, that's in the blue square.",
70,60,test,11,A1,parent,what does the one in your blue square look like?,
71,60,test,11,A1,child,he looks like he is running with his arms up and down,
72,60,test,11,A1,parent,"cool, thank you",
73,60,test,11,A1,parent,,parent
109,60,test,23,A1,parent,okay tap on the guy who is looking up and running.,
110,60,test,23,A1,child,,child
154,60,test,37,A1,child,"it's the man wal..., running, and",
155,60,test,37,A1,parent,,parent
156,60,test,37,A1,parent,okay,
45,60,test,6,B1,parent,now which one should I click on? Which one has,
46,60,test,6,B1,child,"click on the one with, w- who looks like they are, they are, looks like, xxx, tap on the one that, that, that's in the blue square",
47,60,test,6,B1,parent,what does the one in the blue square look like? does it look like someone walking,
48,60,test,6,B1,child,no it looks like that,
49,60,test,6,B1,child,"yeah, it looks like someone walking and looking down at the ground.",
50,60,test,6,B1,parent,"I can't look at yours, you need to describe it to me. Does it look like someone walking looking at the ground or",
51,60,test,6,B1,parent,okay,
52,60,test,6,B1,parent,,parent
74,60,test,12,B1,parent,"thank you. okay, I want you to tap on the one that looks like someone walking and looking down at the ground",
75,60,test,12,B1,child,,child
