Timeline.ordinal,subid,type,trial,target,person,utterance,selection
0,57,practice,1,apple,parent,tap the apple,
1,57,practice,1,apple,child,,child
9,57,practice,4,apple,child,tap the apple,
10,57,practice,4,apple,parent,,parent
2,57,practice,2,artichoke,parent,what does it look like? does it look smooth of rough?,
3,57,practice,2,artichoke,child,rough,
4,57,practice,2,artichoke,parent,that thing is a artichoke,
5,57,practice,2,artichoke,child,tap the artichoke,
6,57,practice,2,artichoke,parent,,parent
11,57,practice,5,artichoke,parent,tap the artichoke,
12,57,practice,5,artichoke,child,,child
7,57,practice,3,onion,parent,tap the onion,
8,57,practice,3,onion,child,,child
13,57,practice,6,onion,child,tap the onion,
14,57,practice,6,onion,parent,,parent
32,57,test,8,A1,child,tap the one that's look like it's running,
33,57,test,8,A1,parent,,parent
40,57,test,12,A1,parent,tap the one that looks like it's running,
41,57,test,12,A1,child,,child
64,57,test,24,A1,child,tap the one that looks like it's running,
65,57,test,24,A1,parent,,parent
92,57,test,38,A1,parent,tap the one that looks like it's running away,
93,57,test,38,A1,child,,child
36,57,test,10,B1,child,tap the one with no arms,
37,57,test,10,B1,parent,,parent
48,57,test,16,B1,parent,tap the picture that looks like it's walking away looking sad,
49,57,test,16,B1,child,,child
72,57,test,28,B1,child,tap the one that looks like it's going away,
73,57,test,28,B1,parent,,parent
96,57,test,40,B1,parent,tap the one that looks like it's walking away sad,
97,57,test,40,B1,child,,child
21,57,test,3,C1,parent,tap the one that looks like its kneeling down with a square head,
22,57,test,3,C1,child,,child
42,57,test,13,C1,child,tap the one that's kneeling down,
43,57,test,13,C1,parent,,parent
70,57,test,27,C1,parent,tap the one that looks like it's kneeling down,
71,57,test,27,C1,child,,child
86,57,test,35,C1,child,tap the one that looks like it's kneeling down,
87,57,test,35,C1,parent,,parent
15,57,test,1,D1,parent,tap the shape that looks like a plane lying down or something,
16,57,test,1,D1,child,,child
38,57,test,11,D1,child,tap the one that's the airplane laying down,
39,57,test,11,D1,parent,,parent
62,57,test,23,D1,parent,tap the one that looks like an airplane laying down,
63,57,test,23,D1,child,,child
78,57,test,31,D1,child,tap the one that looks like an airplane,
79,57,test,31,D1,parent,,parent
17,57,test,2,E1,child,"tap the one with the arms that’s a rectangle, that's a triangle",
18,57,test,2,E1,parent,the arms that's a triangle. does it look like it's holding something in it’s hand?,
19,57,test,2,E1,child,no,
20,57,test,2,E1,parent,,parent
52,57,test,18,E1,parent,tap the picture that looks like it's jumping with his waist side to side,
53,57,test,18,E1,child,,child
76,57,test,30,E1,child,tap the one that looks like it's jumping,
77,57,test,30,E1,parent,,parent
84,57,test,34,E1,parent,tap the one that looks like it's jumping,
85,57,test,34,E1,child,,child
30,57,test,7,F1,parent,"tap the one that looks really, it has like a square head tilted back, and maybe the arms are in the air, and a triangle.",
31,57,test,7,F1,child,,child
54,57,test,19,F1,child,tap the one with its arms up like this,
55,57,test,19,F1,parent,,parent
58,57,test,21,F1,parent,tap the one that's sitting with his arms in the air,
59,57,test,21,F1,child,,child
94,57,test,39,F1,child,tap the one that has his arms up,
95,57,test,39,F1,parent,,parent
23,57,test,4,G1,child,tap the one that's on a box,
24,57,test,4,G1,parent,like it's sitting on a box?,
25,57,test,4,G1,parent,,parent
56,57,test,20,G1,parent,tap the one that looks like it's sitting on a box,
57,57,test,20,G1,child,,child
68,57,test,26,G1,child,tap the one that's sitting,
69,57,test,26,G1,parent,,parent
88,57,test,36,G1,parent,tap the one that looks like it's sitting on a box,
89,57,test,36,G1,child,,child
34,57,test,9,H1,parent,tap the one that looks like it's just standing there holding a box,
35,57,test,9,H1,child,,child
46,57,test,15,H1,child,tap the one that looks like it's giving something,
47,57,test,15,H1,parent,,parent
74,57,test,29,H1,parent,tap the one that looks like it's holding a box,
75,57,test,29,H1,child,,child
90,57,test,37,H1,child,tap the one that's serving something,
91,57,test,37,H1,parent,,parent
28,57,test,6,I1,child,"tap the one with a square, um with8 the triangle in its hand",
29,57,test,6,I1,parent,,parent
44,57,test,14,I1,parent,tap the one that looks like it's serving something,
45,57,test,14,I1,child,,child
60,57,test,22,I1,child,tap the one that's serving something,
61,57,test,22,I1,parent,,parent
80,57,test,32,I1,parent,tap the one that looks like it's serving something,
81,57,test,32,I1,child,,child
26,57,test,5,K1,parent,tap the one that looks like its bending over to serve something,
27,57,test,5,K1,child,,child
50,57,test,17,K1,child,tap the one that's serving something,
51,57,test,17,K1,parent,,parent
66,57,test,25,K1,parent,tap the one that looks like it's serving something,
67,57,test,25,K1,child,,child
82,57,test,33,K1,child,tap the one that's serving something,
83,57,test,33,K1,parent,,parent
