Timeline.ordinal,subid,type,trial,target,person,utterance,selection
0,68,practice,1,apple,parent,"kay, I am, I can be red or I can be crunchy",
1,68,practice,1,apple,child,I already know,
3,68,practice,1,apple,child,,child
20,68,practice,4,apple,child,umm something smushy and it could be yellow,
21,68,practice,4,apple,parent,it could be yellow?,
22,68,practice,4,apple,parent,,parent
23,68,practice,4,apple,parent,I think I might know,
6,68,practice,2,artichoke,child,it's-,
8,68,practice,2,artichoke,child,it's spiky and it has a stick at the front of it,
9,68,practice,2,artichoke,parent,both have a stick at the front of it,
10,68,practice,2,artichoke,child,no,
11,68,practice,2,artichoke,parent,it's spiky?,
12,68,practice,2,artichoke,parent,okay I'm gonna pick this one,
13,68,practice,2,artichoke,parent,,parent
24,68,practice,5,artichoke,parent,oh we're back to something spiky with a tail at the bottom,
25,68,practice,5,artichoke,child,,child
15,68,practice,3,onion,parent,"okay, so, this one has little hair on one side and a pointy head on the other side-",
16,68,practice,3,onion,parent,and it makes you cry,
17,68,practice,3,onion,child,,child
28,68,practice,6,onion,child,uhh something a brownish color,
29,68,practice,6,onion,parent,these don't even have colors- here I'll pick this one,
30,68,practice,6,onion,parent,,parent
40,68,test,2,A1,child,you're looking for something that has a triangle on,
41,68,test,2,A1,parent,,parent
42,68,test,2,A1,parent,okay,
111,68,test,18,A1,parent,"okay, this is, I'm running to catch the bus",
112,68,test,18,A1,child,,child
114,68,test,18,A1,child,he had a blue head,
170,68,test,30,A1,child,"is- he, he's like I'm getting out of here this is bad",
171,68,test,30,A1,parent,,parent
180,68,test,32,A1,parent,"kay, you are running away from the rainstorm",
181,68,test,32,A1,child,,child
56,68,test,6,B1,child,you are walking like you're sad,
57,68,test,6,B1,parent,oh okay,
58,68,test,6,B1,parent,,parent
103,68,test,16,B1,parent,kay this one is you just got bad news,
104,68,test,16,B1,child,,child
134,68,test,22,B1,child,you're like- you have a hat on,
135,68,test,22,B1,parent,,parent
136,68,test,22,B1,child,i think that's part of the head,
201,68,test,38,B1,parent,you are sad cause you just lost your money,
202,68,test,38,B1,child,,child
37,68,test,1,C1,parent,okay so the one that I'm looking at is- you're looking for something that's on the sidewalk,
38,68,test,1,C1,child,,child
117,68,test,19,C1,child,you're like-,
119,68,test,19,C1,child,"I know, you're like",
120,68,test,19,C1,parent,,parent
158,68,test,27,C1,parent,you are looking for your lost earring,
159,68,test,27,C1,child,,child
