subid,type,trial,target,person,utterance,selection,correct
74,practice,1,apple,parent,"okay um, okay so it's something you eat, and it's red",,Y
74,practice,1,apple,child,uh apple,,Y
74,practice,1,apple,parent,yes,,Y
74,practice,1,apple,child,,child,Y
74,practice,4,apple,child,"um, it's something that's red, and it grows on trees",,Y
74,practice,4,apple,parent,it grows on trees?,,Y
74,practice,4,apple,parent,,parent,Y
74,practice,4,apple,child,yes,,Y
74,practice,2,artichoke,child,"um, it's something that, is that um, it's a fruit, is it a vegetable? is it a vegetable?",,Y
74,practice,2,artichoke,parent,does it look like a vegetable?,,Y
74,practice,2,artichoke,child,yes,,Y
74,practice,2,artichoke,parent,okay,,Y
74,practice,2,artichoke,child,"uh, it ha, it has it has uh, what's it called, you know, uh, it has",,Y
74,practice,2,artichoke,child,"it, okay so it uh, um, when you eat part of it goes up, and that's all",,Y
74,practice,2,artichoke,parent,"okay, I think it sounds like this one",,Y
74,practice,2,artichoke,parent,,parent,Y
74,practice,5,artichoke,parent,"okay um, I think it's a vegetable, and, it has a lot of patternrings on it, a lot, a patterns on it",,Y
74,practice,5,artichoke,child,,child,Y
74,practice,3,onion,parent,"um, this one, it comes from, you got to look at the screen. it comes from the ground, and it looks like an onion, but it's not, I don't think it's an onion but it looks like an onion",,N
74,practice,3,onion,child,,child,N
74,practice,6,onion,child,"um, it's something that grows on the ground, and you cut, and you use a knife to cut it with",,Y
74,practice,6,onion,parent,you cut it open?,,Y
74,practice,6,onion,parent,,parent,Y
74,practice,6,onion,child,yeah,,Y
74,test,5,A1,parent,"um, it looks like, the shape looks like it's got, um, hold on, the shape looks like one leg is up, and, one leg is up, okay",,Y
74,test,5,A1,child,,child,Y
74,test,19,A1,child,it's something that's running,,Y
74,test,19,A1,parent,,parent,Y
74,test,25,A1,parent,"um, it looks like it's somebody walking or running",,Y
74,test,25,A1,child,,child,Y
74,test,37,A1,child,"oh it's something that looks, it's something that looks like it's running",,Y
74,test,37,A1,parent,running?,,Y
74,test,37,A1,child,yes,,Y
