subid,type,trial,target,person,utterance,selection,correct
7,practice,1,apple,parent,pick the apple,,Y
7,practice,1,apple,child,,child,Y
7,practice,4,apple,child,this one is a apple,,Y
7,practice,4,apple,parent,,parent,Y
7,practice,4,apple,parent,"oh, that's a good one",,Y
7,practice,2,artichoke,parent,Can I ask some questions to help?,,Y
7,practice,2,artichoke,parent,is it one that has a triangle on its head or the onions,,Y
7,practice,2,artichoke,child,it's the triangle one not the onions,,Y
7,practice,2,artichoke,parent,is it the artichoke?,,Y
7,practice,2,artichoke,child,yes yes,,Y
7,practice,2,artichoke,parent,,parent,Y
7,practice,5,artichoke,parent,this one is the artichoke with its diamond shapes,,Y
7,practice,5,artichoke,child,,child,Y
7,practice,3,onion,parent,this time it's the onion. it's the big round one.,,Y
7,practice,3,onion,child,,child,Y
7,practice,6,onion,child,this one is an onion,,Y
7,practice,6,onion,parent,,parent,Y
7,test,8,A1,child,this one is the one that's running,,Y
7,test,8,A1,child,,child,Y
7,test,12,A1,parent,this one is when he is running and he's only using one foot right now,,Y
7,test,12,A1,child,,child,Y
7,test,24,A1,child,this one's when he's running,,Y
7,test,24,A1,parent,,parent,Y
7,test,38,A1,parent,this one is when he's running but only got one foot on the ground,,Y
7,test,38,A1,child,,child,Y
7,test,4,B1,child,this one is walking,,Y
7,test,4,B1,parent,Is he looking at the ground kinda?,,Y
7,test,4,B1,child,yeah,,Y
7,test,4,B1,parent,,parent,Y
7,test,16,B1,parent,This one's when he's walking and looking at the ground,,Y
7,test,16,B1,child,,child,Y
7,test,30,B1,child,this one's when he's walking and looking down,,Y
7,test,30,B1,parent,,parent,Y
7,test,40,B1,parent,this one is walking looking down,,Y
7,test,40,B1,child,,child,Y
7,test,2,C1,child,this one is a person is lying down,,Y
7,test,2,C1,parent,lying down? on his knees?,,Y
7,test,2,C1,child,uh-huh,,Y
7,test,2,C1,parent,with his elbows on the ground?,,Y
7,test,2,C1,child,yeah,,Y
7,test,2,C1,parent,,parent,Y
7,test,18,C1,parent,this one's when he's on his elbows and knees on the floor,,Y
7,test,18,C1,child,,child,Y
7,test,28,C1,child,this is when he's on his knees and hamds,,Y
7,test,28,C1,parent,,parent,Y
7,test,32,C1,parent,this one's when he's on his elbows and knees,,Y
7,test,32,C1,child,,child,Y
7,test,5,D1,parent,"this one is when it's laying on its belly, like reading on the floor, kicking his knees up",,Y
7,test,5,D1,child,,child,Y
7,test,17,D1,child,this one is when he's reading a book laying down,,Y
7,test,17,D1,parent,,parent,Y
7,test,21,D1,parent,this one is when he's laying on the floor reading a book,,Y
7,test,21,D1,child,,child,Y
7,test,31,D1,child,this one he is laying down reading a book,,Y
7,test,31,D1,parent,,parent,Y
7,test,10,E1,child,this one is doing jumping,,Y
7,test,10,E1,parent,,parent,Y
7,test,20,E1,parent,this one is when he's jumping for joy,,Y
7,test,20,E1,child,,child,Y
7,test,26,E1,child,this one's when he's jumping,,Y
7,test,26,E1,parent,,parent,Y
7,test,36,E1,parent,this one is jumping for joy,,Y
7,test,36,E1,child,,child,Y
7,test,9,F1,parent,this one looks like he's been doing dabs,,Y
7,test,9,F1,child,,child,Y
7,test,15,F1,child,this one is the one when he is dabbings,,Y
7,test,15,F1,parent,dabbing,,Y
7,test,15,F1,parent,,parent,Y
7,test,23,F1,parent,this one's when he's dabbing,,Y
7,test,23,F1,child,,child,Y
7,test,35,F1,child,this one is when he's doing that,,Y
7,test,35,F1,parent,dabbing?,,Y
7,test,35,F1,parent,,parent,Y
7,test,7,G1,parent,So this one is sitting in chair,,Y
7,test,7,G1,child,,child,Y
7,test,11,G1,child,this one is sitting,,Y
7,test,11,G1,parent,sitting in a chair?,,Y
7,test,11,G1,parent,,parent,Y
7,test,29,G1,parent,this one is when he's sitting in that chair,,Y
7,test,29,G1,child,,child,Y
7,test,37,G1,child,this one is when he's sitting down on a chair,,Y
7,test,37,G1,parent,,parent,Y
7,test,3,H1,parent,this one's when it's standing up in a row and it's holding a plate again,,Y
7,test,3,H1,child,,child,Y
7,test,13,H1,child,this one is the ... holding something with his zzz,,Y
7,test,13,H1,parent,,parent,Y
7,test,25,H1,parent,this one's when he's in the robe and he's holding a bowl,,Y
7,test,25,H1,child,,child,Y
7,test,33,H1,child,that one is when he has zzz and he's holding a bowl,,Y
7,test,33,H1,parent,,parent,Y
7,test,1,I1,parent,this one looks like a person holding a tray of food,,Y
7,test,1,I1,child,,child,Y
7,test,19,I1,child,this one is when he's holding a book,,Y
7,test,19,I1,parent,,parent,Y
7,test,27,I1,parent,"this one's when he's leaned over a little bit, holding that bowl",,Y
7,test,27,I1,parent,,parent,Y
7,test,39,I1,child,this one is when he has a zzz,,Y
7,test,39,I1,parent,,parent,Y
7,test,6,K1,child,this one is... leaning over. he's bowing.,,Y
7,test,6,K1,parent,is there a triangle on his tush?,,Y
7,test,6,K1,child,yeah,,Y
7,test,6,K1,parent,,parent,Y
7,test,14,K1,parent,this one is when he's bending over a little bit and looking up at the sky,,Y
7,test,14,K1,child,,child,Y
7,test,22,K1,child,this one is when he leaning down and looks like he's gonna slide,,Y
7,test,22,K1,parent,,parent,Y
7,test,34,K1,parent,this one's when he's got that triangle on his tush and he's leaned over a bit,,Y
7,test,34,K1,child,,child,Y
