subid,type,trial,target,person,utterance,selection,correct
71,practice,1,apple,parent,"okay, an apple",,Y
71,practice,1,apple,child,"uhh okay, so",,Y
71,practice,1,apple,parent,you press on the apple,,Y
71,practice,1,apple,child,,child,Y
71,practice,4,apple,child,"um it's red, it has a stem",,Y
71,practice,4,apple,parent,,parent,Y
71,practice,2,artichoke,child,umm,,Y
71,practice,2,artichoke,child,artichoke,,Y
71,practice,2,artichoke,parent,,parent,Y
71,practice,5,artichoke,parent,artichoke,,Y
71,practice,5,artichoke,child,,child,Y
71,practice,3,onion,parent,onion,,Y
71,practice,3,onion,child,,child,Y
71,practice,6,onion,child,it makes your eyes water,,Y
71,practice,6,onion,parent,ahh,,Y
71,practice,6,onion,parent,,parent,Y
71,test,5,A1,parent,this looks like uh someone is ice skating and also it's a square head at the top xxx arms behind him,,Y
71,test,5,A1,child,,child,Y
71,test,13,A1,child,it looks like somebody running,,Y
71,test,13,A1,parent,,parent,Y
71,test,29,A1,parent,um this looks like someone running very fast--,,Y
71,test,29,A1,child,,child,Y
71,test,29,A1,parent,kay,,Y
71,test,35,A1,child,someone running with his hands behind his back,,Y
71,test,35,A1,parent,,parent,Y
71,test,10,B1,child,it looks like somebody walking and looking down,,Y
71,test,10,B1,parent,,parent,Y
71,test,14,B1,parent,this looks like someone walking leaning forward,,Y
71,test,14,B1,child,,child,Y
71,test,28,B1,child,"it looks like somebody standing with their back foot, with their toes, to the ground and looking down",,Y
71,test,28,B1,parent,,parent,Y
71,test,28,B1,parent,okay,,Y
71,test,38,B1,parent,"uhh let's see here what does that look like-- I think that looks like um a uhh a rocket ship that is uh-that is losing it's uhh square command module from it's nose, cause it's leaning over to one side",,N
71,test,38,B1,child,hmm,,N
71,test,38,B1,child,,child,N
71,test,6,C1,child,"someone l... going, someone laying down but in, like, a ball",,Y
71,test,6,C1,parent,okay,,Y
71,test,6,C1,parent,,parent,Y
71,test,16,C1,parent,uh this looks like someone kneeling down,,Y
71,test,16,C1,child,,child,Y
71,test,16,C1,parent,okay,,Y
71,test,30,C1,child,it looks like somebody has his hands on the ground and his head is not attached to his body,,Y
71,test,30,C1,parent,,parent,Y
71,test,34,C1,parent,um this is someone doing some yoga--,,Y
71,test,34,C1,child,,child,Y
71,test,34,C1,parent,"um balancing on their forearms, okay",,Y
71,test,9,D1,parent,um this looks like someone lying on the ground--,,Y
71,test,9,D1,child,,child,Y
71,test,9,D1,parent,with one foot in the air,,Y
71,test,19,D1,child,it looks like somebody is laying down,,Y
71,test,19,D1,parent,,parent,Y
71,test,25,D1,parent,this looks like someone lying on the ground with their foot in the air,,Y
71,test,25,D1,child,,child,Y
71,test,31,D1,child,uh somebody laying down with a tail and one foot in the air,,Y
71,test,31,D1,parent,,parent,Y
71,test,1,E1,parent,"okay it looks like a square-shaped man jumping up, his legs to one side",,Y
71,test,1,E1,child,,child,Y
71,test,15,E1,child,it looks like somebody jumping and they have a square head and their feet are this way,,Y
71,test,15,E1,parent,which way?,,Y
71,test,15,E1,child,to the left,,Y
71,test,15,E1,parent,okay,,Y
71,test,15,E1,parent,,parent,Y
71,test,21,E1,parent,this one looks like someone jumping up in the air with their arms--,,Y
71,test,21,E1,child,,child,Y
71,test,21,E1,parent,"up, okay",,Y
71,test,39,E1,child,someone who has a dip in their body and has a diamond-shaped head,,N
71,test,39,E1,parent,diamond-shaped head?,,N
71,test,39,E1,parent,,parent,N
71,test,39,E1,parent,that one?,,N
71,test,3,F1,parent,"uhh this looks like someone with his arms running very fast, uhh one foot in the front, one foot in the back, with his arms stretched up",,Y
71,test,3,F1,child,,child,Y
71,test,11,F1,child,it looks like somebody running with a triangle uhh very high,,Y
71,test,11,F1,parent,,parent,Y
71,test,23,F1,parent,um this looks like someone running very fast and--,,Y
71,test,23,F1,child,,child,Y
71,test,23,F1,parent,"arms pointing in the air, okay",,Y
