subid,type,trial,target,person,utterance,selection,correct
10,practice,1,apple,parent,Apple,,Y
10,practice,1,apple,child,,child,Y
10,practice,4,apple,child,apple,,Y
10,practice,4,apple,parent,,parent,Y
10,practice,2,artichoke,child,pineapple,,Y
10,practice,2,artichoke,child,Wait no uh artichoke,,Y
10,practice,2,artichoke,parent,,parent,Y
10,practice,5,artichoke,parent,artichoke,,Y
10,practice,5,artichoke,child,,child,Y
10,practice,3,onion,parent,"uh, onion",,Y
10,practice,3,onion,child,,child,Y
10,practice,6,onion,child,onion,,Y
10,practice,6,onion,parent,,parent,Y
10,test,10,A1,child,Person who looks like they're about to run,,Y
10,test,10,A1,parent,,parent,Y
10,test,18,A1,parent,Person who looks like they're sort of running away,,Y
10,test,18,A1,child,,child,Y
10,test,28,A1,child,Um uh person not laying down,,Y
10,test,28,A1,parent,"Okay, standing up running?",,Y
10,test,28,A1,child,mhm,,Y
10,test,28,A1,parent,,parent,Y
10,test,34,A1,parent,Running away,,Y
10,test,34,A1,child,,child,Y
10,test,7,B1,parent,A person who looks like they're walking away,,Y
10,test,7,B1,child,,child,Y
10,test,19,B1,child,Um a person who's walking away with their head down,,Y
10,test,19,B1,parent,,parent,Y
10,test,27,B1,parent,Person who looks like they're walking away with their head down,,Y
10,test,27,B1,child,,child,Y
10,test,37,B1,child,Walking away,,Y
10,test,37,B1,parent,,parent,Y
10,test,4,C1,child,Person who looks like they're um uh about to do a push-up,,Y
10,test,4,C1,parent,,parent,Y
10,test,20,C1,parent,Person who looks like they're kneeling down in prayer,,Y
10,test,20,C1,child,,child,Y
10,test,20,C1,child,And like their hands are like down,,Y
10,test,20,C1,parent,Yeah,,Y
10,test,24,C1,child,This is a good one person who looks like um they're uh doing this,,Y
10,test,24,C1,parent,kneeling in prayer? like lying down? Like not even kneeling but like laying down in prayer?,,Y
10,test,24,C1,parent,,parent,Y
10,test,24,C1,child,Yeah,,Y
10,test,38,C1,parent,Uh laying down in prayer,,Y
10,test,38,C1,child,,child,Y
10,test,3,D1,parent,Person who looks like they're laying down with long legs sticking up in the air,,Y
10,test,3,D1,child,,child,Y
10,test,15,D1,child,Person who looks like they're a mom doing yoga,,Y
10,test,15,D1,parent,Oh are they laying down on their tummy?,,Y
10,test,15,D1,child,yeah,,Y
10,test,15,D1,parent,,parent,Y
10,test,29,D1,parent,Person who's laying down with their leg in the air,,Y
10,test,29,D1,child,,child,Y
10,test,35,D1,child,Leg up,,Y
10,test,35,D1,parent,,parent,Y
10,test,35,D1,parent,You're a bit more zzz than that,,Y
10,test,1,E1,parent,Uh press one who looks like they're jumping in the air like this,,Y
10,test,1,E1,child,,child,Y
10,test,13,E1,child,Person who looks like they're jumping,,Y
10,test,13,E1,parent,,parent,Y
10,test,21,E1,parent,Person who looks like they're jumping like this ah,,Y
10,test,21,E1,child,,child,Y
10,test,31,E1,child,"Person doing this, wee",,Y
10,test,31,E1,parent,,parent,Y
10,test,8,F1,child,Person who looks like they're jumping with one arm up like this,,Y
10,test,8,F1,parent,,parent,Y
10,test,14,F1,parent,Person who is like looks like they're sort of,,Y
10,test,14,F1,child,like this?,,Y
10,test,14,F1,child,yeah,,Y
10,test,14,F1,child,,child,Y
10,test,14,F1,parent,doing a dab,,Y
10,test,14,F1,child,this,,Y
10,test,22,F1,child,Person who looks like they're um zzz like this,,Y
10,test,22,F1,parent,,parent,Y
10,test,36,F1,parent,Dabbing,,Y
10,test,36,F1,child,,child,Y
10,test,9,G1,parent,Person who looks like they're sitting in a chair,,Y
10,test,9,G1,child,,child,Y
10,test,11,G1,child,Person who looks like they're sitting down,,Y
10,test,11,G1,parent,,parent,Y
10,test,23,G1,parent,Person who looks like they're sitting in a chair,,Y
10,test,23,G1,child,,child,Y
10,test,33,G1,child,sitting down,,Y
10,test,33,G1,parent,,parent,Y
10,test,2,H1,child,Um a person who looks like they're sitting down,,Y
10,test,2,H1,parent,,parent,Y
10,test,12,H1,parent,Person who looks like they're holding a bowl close to them,,Y
10,test,12,H1,child,,child,Y
10,test,26,H1,child,Um a person who's sitting down holding a bowl of soup,,Y
10,test,26,H1,parent,,parent,Y
10,test,32,H1,parent,Person holding a bowl of soup again,,Y
10,test,32,H1,child,,child,Y
10,test,6,I1,child,Person who's carrying like a bowl or something,,Y
10,test,6,I1,parent,Like a triangle bowl,,Y
10,test,6,I1,child,yeah,,Y
10,test,6,I1,parent,,parent,Y
10,test,16,I1,parent,Person who looks like they're holding the bowl out,,Y
10,test,16,I1,child,,child,Y
10,test,30,I1,child,Um a person with a square head,,Y
10,test,30,I1,parent,mhm,,Y
10,test,30,I1,child,triangle foot,,Y
10,test,30,I1,parent,"mhm, and they're holding a ball?",,Y
10,test,30,I1,child,Holding a triangle.,,Y
10,test,30,I1,parent,,parent,Y
10,test,40,I1,parent,Holding a bowl of soup out,,Y
10,test,40,I1,child,,child,Y
10,test,5,K1,parent,Person who looks like they're sticking their bum out like this,,Y
10,test,5,K1,child,,child,Y
10,test,5,K1,child,zzz I'll remember that,,Y
10,test,17,K1,child,Um uh person who's an zzz sticking their butt out,,Y
10,test,17,K1,parent,,parent,Y
10,test,25,K1,parent,Person who's sticking their butt out again,,Y
10,test,25,K1,child,,child,Y
10,test,25,K1,parent,xxx,,Y
10,test,39,K1,child,Sticking their butt out,,Y
10,test,39,K1,parent,Sticking their butt out oh yeah,,Y
10,test,39,K1,parent,,parent,Y
