subid,type,trial,target,person,utterance,selection,correct
26,practice,1,apple,parent,"i see an apple, do you see an apple? pick it",,Y
26,practice,1,apple,child,,child,Y
26,practice,4,apple,child,"uh, a apple",,Y
26,practice,4,apple,parent,the apple?,,Y
26,practice,4,apple,parent,,parent,Y
26,practice,2,artichoke,child,xxx,,N
26,practice,2,artichoke,parent,what else can you tell me about it?,,N
26,practice,2,artichoke,child,it's yellow,,N
26,practice,2,artichoke,parent,"hm.. okay, anything else?",,N
26,practice,2,artichoke,parent,,parent,N
26,practice,5,artichoke,parent,"this, this is an artichoke, does it have a lot of little shapes in it?",,Y
26,practice,5,artichoke,child,,child,Y
26,practice,3,onion,parent,"it's a circle, do you know what an onion looks like?",,Y
26,practice,3,onion,child,yeah,,Y
26,practice,3,onion,parent,a circle onion?,,Y
26,practice,3,onion,child,,child,Y
26,practice,3,onion,parent,you got it!,,Y
26,practice,6,onion,child,"do you have one, the one that looks like xxx, mom it's actually called lettuce, that's what it is",,N
26,practice,6,onion,parent,oh it's a lettuce?,,N
26,practice,6,onion,child,"yeah, lettuce",,N
26,practice,6,onion,parent,"thank you, let me pick it",,N
26,practice,6,onion,parent,,parent,N
26,test,9,A1,parent,"okay, do you have",,Y
26,test,9,A1,parent,this picture reminds me of maybe a ballerina dancing and she's standing on one foot and her other foot is kicking behind her,,Y
26,test,9,A1,child,,child,Y
26,test,9,A1,parent,do you see that picture?,,Y
26,test,11,A1,child,someone with their foot behind them,,Y
26,test,11,A1,parent,okay,,Y
26,test,11,A1,parent,,parent,Y
26,test,11,A1,child,i did it,,Y
26,test,29,A1,parent,my picture is a person who looks like they're standing on one leg with the other kicking behind them,,Y
26,test,29,A1,child,we already did that one,,Y
26,test,29,A1,parent,okay so pick it,,Y
26,test,29,A1,child,,child,Y
26,test,31,A1,child,uh someone that is holding their feet up,,Y
26,test,31,A1,parent,,parent,Y
26,test,5,B1,parent,"alright, do you have a picture that looks like a person walking?",,Y
26,test,5,B1,child,yeah,,Y
26,test,5,B1,child,,child,Y
26,test,13,B1,child,uh someone walking,,Y
26,test,13,B1,parent,walking? ok,,Y
26,test,13,B1,parent,,parent,Y
26,test,25,B1,parent,now my picture is the person who's walking and they're looking down,,Y
26,test,25,B1,child,oh i have that one,,Y
26,test,25,B1,child,,child,Y
26,test,37,B1,child,uh the one that is walking with their head down,,Y
26,test,37,B1,parent,,parent,Y
26,test,1,C1,parent,do you have a picture that looks like a person who is kneeling down on their hands and knees?,,Y
26,test,1,C1,child,yeah,,Y
26,test,1,C1,child,,child,Y
26,test,17,C1,child,"uh someone, their knees on the ground and their hands on the ground",,Y
26,test,17,C1,parent,,parent,Y
26,test,17,C1,parent,okay,,Y
26,test,21,C1,parent,"okay, now my picture is the one of the person that's on the ground, they look like they might be on their hands and knees",,Y
26,test,21,C1,child,"oh, i just did that one",,Y
26,test,21,C1,parent,do you have it? Ok pick that one,,Y
26,test,21,C1,child,yeah,,Y
26,test,21,C1,child,,child,Y
26,test,33,C1,child,someone leaping down,,Y
26,test,33,C1,parent,someone leaping down? can you tell me anything else?,,Y
26,test,33,C1,parent,it has a square head,,Y
26,test,33,C1,parent,anything else?,,Y
26,test,33,C1,child,no,,Y
26,test,33,C1,parent,,parent,Y
26,test,7,D1,parent,"okay, do you have a picture that looks like it might be an airplane? or a boat or something?",,Y
26,test,7,D1,child,"oh, it's like someone driving",,Y
26,test,7,D1,parent,okay,,Y
26,test,7,D1,child,,child,Y
26,test,19,D1,child,"someone laying down on the ground, his one foot is up and the arm is, um, the arm is stretching",,N
26,test,19,D1,parent,,parent,N
26,test,19,D1,parent,okay,,N
26,test,27,D1,parent,okay my picture kind of looks like an airplane,,Y
26,test,27,D1,child,oh we already did that one,,Y
26,test,27,D1,parent,okay so just pick it,,Y
26,test,27,D1,child,,child,Y
26,test,39,D1,child,someone driving an airplane,,Y
26,test,39,D1,parent,,parent,Y
26,test,39,D1,parent,okay,,Y
26,test,6,E1,child,"do you have somebody that is, that, that is touching the box?",,Y
26,test,6,E1,parent,yes,,Y
26,test,6,E1,parent,,parent,Y
26,test,20,E1,parent,"they look like they're jumping in the air and their feet are out, their arms out",,Y
26,test,20,E1,child,i have that one,,Y
26,test,20,E1,child,,child,Y
