subid,type,trial,target,person,utterance,selection,correct
50,practice,1,apple,parent,i have an apple in the blue box,,Y
50,practice,1,apple,parent,"i think you're supposed to touch the apple, if you have it",,Y
50,practice,1,apple,child,,child,Y
50,practice,1,apple,child,i did,,Y
50,practice,1,apple,parent,ok,,Y
50,practice,4,apple,child,i have an apple,,Y
50,practice,4,apple,parent,,parent,Y
50,practice,2,artichoke,child,i have a blue box,,Y
50,practice,2,artichoke,parent,what's inside?,,Y
50,practice,2,artichoke,child,it's uh... i don't know this vegetable,,Y
50,practice,2,artichoke,parent,is it a turnip or an artichoke?,,Y
50,practice,2,artichoke,child,artichoke,,Y
50,practice,2,artichoke,parent,,parent,Y
50,practice,5,artichoke,parent,i have the artichoke again,,Y
50,practice,5,artichoke,child,,child,Y
50,practice,5,artichoke,child,got it,,Y
50,practice,3,onion,parent,i have the turnip now,,Y
50,practice,3,onion,child,turnip,,Y
50,practice,3,onion,child,,child,Y
50,practice,6,onion,child,i have the... what was the round one?,,Y
50,practice,6,onion,parent,turnip,,Y
50,practice,6,onion,child,i have the turnip,,Y
50,practice,6,onion,parent,,parent,Y
50,test,4,A1,child,i have like a person who's like standing on one leg,,Y
50,test,4,A1,parent,"oh, i see",,Y
50,test,4,A1,parent,,parent,Y
50,test,16,A1,parent,"this person is walking to the left, one leg, yeah",,Y
50,test,16,A1,child,,child,Y
50,test,24,A1,child,i have a person standing on one leg,,Y
50,test,24,A1,parent,,parent,Y
50,test,38,A1,parent,the person walking left,,Y
50,test,38,A1,child,,child,Y
50,test,6,B1,child,i have like a person walking,,Y
50,test,6,B1,parent,,parent,Y
50,test,12,B1,parent,"i have a person, he's walking left",,Y
50,test,12,B1,child,,child,Y
50,test,30,B1,child,I have a walking person,,Y
50,test,30,B1,parent,,parent,Y
50,test,34,B1,parent,walking to the left,,Y
50,test,34,B1,child,,child,Y
50,test,2,C1,child,"i have like, a person who's like, crawling",,Y
50,test,2,C1,parent,,parent,Y
50,test,2,C1,parent,mhm,,Y
50,test,14,C1,parent,i have the one that's sort of crawling,,Y
50,test,14,C1,child,,child,Y
50,test,14,C1,child,that's what i said,,Y
50,test,14,C1,parent,mhm,,Y
50,test,28,C1,child,i have the crawling one,,Y
50,test,28,C1,parent,,parent,Y
50,test,36,C1,parent,i have the crawling person,,Y
50,test,36,C1,child,,child,Y
50,test,10,D1,child,i have like a person laying down on their belly,,Y
50,test,10,D1,parent,"oh on their belly, yes",,Y
50,test,10,D1,parent,,parent,Y
50,test,20,D1,parent,this is the person on their belly,,Y
50,test,20,D1,child,,child,Y
50,test,22,D1,child,i have a person lying down on its belly,,Y
50,test,22,D1,parent,,parent,Y
50,test,32,D1,parent,"i have the belly, lying down",,Y
50,test,32,D1,child,,child,Y
50,test,9,E1,parent,i have a person jumping,,Y
50,test,9,E1,child,,child,Y
50,test,11,E1,child,i have a person jumping,,Y
50,test,11,E1,parent,,parent,Y
50,test,23,E1,child,what you got?,,Y
50,test,23,E1,parent,I have the person jumping,,Y
50,test,23,E1,child,,child,Y
50,test,33,E1,child,jumping,,Y
50,test,33,E1,parent,,parent,Y
50,test,3,F1,parent,i have a person who's maybe running or something?,,Y
50,test,3,F1,child,,child,Y
50,test,17,F1,child,i have a person who has his hands in the air,,Y
50,test,17,F1,parent,oh,,Y
50,test,17,F1,parent,,parent,Y
50,test,27,F1,parent,i have the jumping person,,Y
50,test,27,F1,child,his hands in the air?,,Y
50,test,27,F1,parent,yeah,,Y
50,test,27,F1,child,,child,Y
50,test,37,F1,child,i have the person with their hands in the air,,Y
50,test,37,F1,parent,,parent,Y
50,test,8,G1,child,i have a person who has both hands like straight not crawling but straight,,Y
50,test,8,G1,parent,,parent,Y
50,test,18,G1,parent,"um, this is the person who's sitting, sitting",,Y
50,test,18,G1,child,,child,Y
50,test,26,G1,child,i got a person sitting,,Y
50,test,26,G1,parent,,parent,Y
50,test,40,G1,parent,i have the person who's sitting,,Y
50,test,40,G1,child,,child,Y
50,test,7,H1,parent,"this person is not moving, not jumping, just standing",,Y
50,test,7,H1,child,,child,Y
50,test,15,H1,child,i have a person not standing on one leg,,Y
50,test,15,H1,parent,,parent,Y
50,test,25,H1,parent,i have the standing person,,Y
50,test,25,H1,child,,child,Y
50,test,39,H1,child,i have the person who's standing up,,Y
50,test,39,H1,parent,,parent,Y
50,test,5,I1,parent,"i have a person, he's like holding something like a tray",,Y
50,test,5,I1,child,,child,Y
50,test,5,I1,child,got it,,Y
50,test,19,I1,child,i have a person who's holding something,,Y
50,test,19,I1,parent,mhm,,Y
50,test,19,I1,parent,,parent,Y
50,test,21,I1,child,what you got?,,Y
50,test,21,I1,parent,i have the person holding something,,Y
50,test,21,I1,child,,child,Y
50,test,35,I1,child,person holding a tray,,Y
50,test,35,I1,parent,,parent,Y
50,test,1,K1,child,i don't have a blue box,,Y
50,test,1,K1,parent,"ok, so inside is a man. he's sort of reaching to the right.",,Y
50,test,1,K1,child,,child,Y
50,test,1,K1,child,got it,,Y
50,test,13,K1,child,i have a guy who's like putting his hands right,,Y
50,test,13,K1,parent,,parent,Y
50,test,29,K1,parent,i have the standing person facing the right,,Y
50,test,29,K1,child,,child,Y
50,test,29,K1,parent,"i guess he's bending, sort of, isn't he?",,Y
50,test,31,K1,child,i have a person who's bending over,,Y
50,test,31,K1,parent,,parent,Y
