subid,type,trial,target,person,utterance,selection,correct
47,practice,1,apple,parent,so I want you to select the apple,,Y
47,practice,1,apple,child,,child,Y
47,practice,4,apple,child,"i want you to select the, the one with, the one that makes a crunching sound when you eat it",,Y
47,practice,4,apple,parent,,parent,Y
47,practice,4,apple,parent,you can just tell me what it was,,Y
47,practice,2,artichoke,parent,you tell me which one,,Y
47,practice,2,artichoke,child,"ok, um, I want you to select, um, the one that looks like a hot air balloon like with a",,Y
47,practice,2,artichoke,parent,okay,,Y
47,practice,2,artichoke,parent,,parent,Y
47,practice,5,artichoke,parent,i want you to select the one that you said looked like a hot air balloon,,Y
47,practice,5,artichoke,child,,child,Y
47,practice,3,onion,parent,i want you to select the opposite one of the one you just had,,Y
47,practice,3,onion,child,,child,Y
47,practice,6,onion,child,"i want you to select the one that is round and at the end is kind of like, leafy",,Y
47,practice,6,onion,parent,,parent,Y
47,test,9,A1,parent,"and i want you to.. well, they both look like they're standing up, but one looks like a dog like you said before. don't pick the dog, pick the one that looks like a regular person just standing on one leg",,Y
47,test,9,A1,child,,child,Y
47,test,9,A1,child,i was about to pick the dog,,Y
47,test,19,A1,child,i want you to choose the one with all different kind of swirls and curls on its body,,Y
47,test,19,A1,parent,does it look like a person running? or maybe a person laying down,,Y
47,test,19,A1,child,"a person, like, running",,Y
47,test,19,A1,parent,,parent,Y
47,test,19,A1,child,in a hustle,,Y
47,test,23,A1,parent,"i want you to choose the one that looks like it is walking, not the one holding the triangle",,Y
47,test,23,A1,child,,child,Y
47,test,39,A1,child,i want you to choose the one that looks like it's standing up straight with all kind of arms and,,Y
47,test,39,A1,parent,,parent,Y
47,test,4,B1,child,"so, i want you to pick the one that looks like it's walking instead of holding a triangle",,Y
47,test,4,B1,parent,,parent,Y
47,test,4,B1,parent,that was a good description,,Y
47,test,14,B1,parent,"i want you to pick the one that looks like it's walking, not laying down",,Y
47,test,14,B1,child,sad?,,Y
47,test,14,B1,parent,yes,,Y
47,test,14,B1,child,,child,Y
47,test,14,B1,parent,he's walking with his head hanging down,,Y
47,test,26,B1,child,i want you to choose the one who's like walking away sadly,,Y
47,test,26,B1,parent,,parent,Y
47,test,38,B1,parent,"i want you to choose the one that looks like it's walking away, sad",,Y
47,test,38,B1,child,the one with the head down?,,Y
47,test,38,B1,child,,child,Y
47,test,10,C1,child,"i want you to pick the one that looks like, uh, them praying?",,Y
47,test,10,C1,parent,,parent,Y
47,test,10,C1,parent,"i thought the same thing! it does look like they're praying, doesn't it",,Y
47,test,16,C1,parent,i want you to choose the one that is praying,,Y
47,test,16,C1,child,,child,Y
47,test,30,C1,child,"i want you to choose, sorry! i want you to choose the one that is praying",,Y
47,test,30,C1,parent,,parent,Y
47,test,36,C1,parent,choose the one that is praying,,Y
47,test,36,C1,child,,child,Y
47,test,5,D1,parent,i want you to pick the one that looks like its laying down,,Y
47,test,5,D1,child,,child,Y
47,test,17,D1,child,"i want you to choose the one that's laying down, like crazy",,Y
47,test,17,D1,parent,,parent,Y
47,test,21,D1,parent,i want you to choose the one that looks like its laying down,,Y
47,test,21,D1,child,,child,Y
47,test,37,D1,child,"um, i want you to choose the one that doesn't look like the dog, the one that looks like it's having no fun",,Y
