subid,type,trial,target,person,utterance,selection,correct
57,practice,1,apple,parent,tap the apple,,Y
57,practice,1,apple,child,,child,Y
57,practice,4,apple,child,tap the apple,,Y
57,practice,4,apple,parent,,parent,Y
57,practice,2,artichoke,parent,what does it look like? does it look smooth of rough?,,Y
57,practice,2,artichoke,child,rough,,Y
57,practice,2,artichoke,parent,that thing is a artichoke,,Y
57,practice,2,artichoke,child,tap the artichoke,,Y
57,practice,2,artichoke,parent,,parent,Y
57,practice,5,artichoke,parent,tap the artichoke,,Y
57,practice,5,artichoke,child,,child,Y
57,practice,3,onion,parent,tap the onion,,Y
57,practice,3,onion,child,,child,Y
57,practice,6,onion,child,tap the onion,,Y
57,practice,6,onion,parent,,parent,Y
57,test,8,A1,child,tap the one that's look like it's running,,Y
57,test,8,A1,parent,,parent,Y
57,test,12,A1,parent,tap the one that looks like it's running,,Y
57,test,12,A1,child,,child,Y
57,test,24,A1,child,tap the one that looks like it's running,,Y
57,test,24,A1,parent,,parent,Y
57,test,38,A1,parent,tap the one that looks like it's running away,,Y
57,test,38,A1,child,,child,Y
57,test,10,B1,child,tap the one with no arms,,Y
57,test,10,B1,parent,,parent,Y
57,test,16,B1,parent,tap the picture that looks like it's walking away looking sad,,Y
57,test,16,B1,child,,child,Y
57,test,28,B1,child,tap the one that looks like it's going away,,Y
57,test,28,B1,parent,,parent,Y
57,test,40,B1,parent,tap the one that looks like it's walking away sad,,Y
57,test,40,B1,child,,child,Y
57,test,3,C1,parent,tap the one that looks like its kneeling down with a square head,,Y
57,test,3,C1,child,,child,Y
57,test,13,C1,child,tap the one that's kneeling down,,Y
57,test,13,C1,parent,,parent,Y
57,test,27,C1,parent,tap the one that looks like it's kneeling down,,Y
57,test,27,C1,child,,child,Y
57,test,35,C1,child,tap the one that looks like it's kneeling down,,Y
57,test,35,C1,parent,,parent,Y
57,test,1,D1,parent,tap the shape that looks like a plane lying down or something,,Y
57,test,1,D1,child,,child,Y
57,test,11,D1,child,tap the one that's the airplane laying down,,Y
57,test,11,D1,parent,,parent,Y
57,test,23,D1,parent,tap the one that looks like an airplane laying down,,Y
57,test,23,D1,child,,child,Y
57,test,31,D1,child,tap the one that looks like an airplane,,Y
57,test,31,D1,parent,,parent,Y
57,test,2,E1,child,"tap the one with the arms that’s a rectangle, that's a triangle",,Y
57,test,2,E1,parent,the arms that's a triangle. does it look like it's holding something in it’s hand?,,Y
57,test,2,E1,child,no,,Y
57,test,2,E1,parent,,parent,Y
57,test,18,E1,parent,tap the picture that looks like it's jumping with his waist side to side,,Y
57,test,18,E1,child,,child,Y
57,test,30,E1,child,tap the one that looks like it's jumping,,Y
57,test,30,E1,parent,,parent,Y
57,test,34,E1,parent,tap the one that looks like it's jumping,,Y
57,test,34,E1,child,,child,Y
57,test,7,F1,parent,"tap the one that looks really, it has like a square head tilted back, and maybe the arms are in the air, and a triangle.",,Y
57,test,7,F1,child,,child,Y
57,test,19,F1,child,tap the one with its arms up like this,,Y
57,test,19,F1,parent,,parent,Y
57,test,21,F1,parent,tap the one that's sitting with his arms in the air,,Y
57,test,21,F1,child,,child,Y
57,test,39,F1,child,tap the one that has his arms up,,Y
57,test,39,F1,parent,,parent,Y
57,test,4,G1,child,tap the one that's on a box,,Y
57,test,4,G1,parent,like it's sitting on a box?,,Y
57,test,4,G1,parent,,parent,Y
57,test,20,G1,parent,tap the one that looks like it's sitting on a box,,Y
57,test,20,G1,child,,child,Y
57,test,26,G1,child,tap the one that's sitting,,Y
57,test,26,G1,parent,,parent,Y
57,test,36,G1,parent,tap the one that looks like it's sitting on a box,,Y
57,test,36,G1,child,,child,Y
57,test,9,H1,parent,tap the one that looks like it's just standing there holding a box,,Y
57,test,9,H1,child,,child,Y
57,test,15,H1,child,tap the one that looks like it's giving something,,Y
57,test,15,H1,parent,,parent,Y
57,test,29,H1,parent,tap the one that looks like it's holding a box,,Y
57,test,29,H1,child,,child,Y
57,test,37,H1,child,tap the one that's serving something,,Y
57,test,37,H1,parent,,parent,Y
57,test,6,I1,child,"tap the one with a square, um with8 the triangle in its hand",,Y
57,test,6,I1,parent,,parent,Y
57,test,14,I1,parent,tap the one that looks like it's serving something,,Y
57,test,14,I1,child,,child,Y
57,test,22,I1,child,tap the one that's serving something,,Y
57,test,22,I1,parent,,parent,Y
57,test,32,I1,parent,tap the one that looks like it's serving something,,Y
57,test,32,I1,child,,child,Y
57,test,5,K1,parent,tap the one that looks like its bending over to serve something,,Y
57,test,5,K1,child,,child,Y
57,test,17,K1,child,tap the one that's serving something,,Y
57,test,17,K1,parent,,parent,Y
57,test,25,K1,parent,tap the one that looks like it's serving something,,Y
57,test,25,K1,child,,child,Y
57,test,33,K1,child,tap the one that's serving something,,Y
57,test,33,K1,parent,,parent,Y
