subid,type,trial,target,person,utterance,selection,correct
59,practice,1,apple,parent,"So, it is an apple. It is red or green. Which fruit?",,Y
59,practice,1,apple,child,Red.,,Y
59,practice,1,apple,child,,child,Y
59,practice,4,apple,child,"This one is an apple... red, or sometime green",,Y
59,practice,4,apple,parent,,parent,Y
59,practice,2,artichoke,child,"SO, this one should be green",,Y
59,practice,2,artichoke,parent,,parent,Y
59,practice,5,artichoke,parent,"This one is an artichoke, I want to say so. It is sometimes green",,N
59,practice,5,artichoke,child,,child,N
59,practice,3,onion,parent,This one is sometime red or white. I think this one is an onion.,,Y
59,practice,3,onion,child,,child,Y
59,practice,6,onion,child,This is.. uh... a...,,Y
59,practice,6,onion,parent,"I don't see something I can't say. You have the kitchen, we play the restaurant all the time. So, what dish is that for?",,Y
59,practice,6,onion,child,This is.. uh.. I forgot.,,Y
59,practice,6,onion,parent,"You can tell me. Is it big, is it little?",,Y
59,practice,6,onion,child,It is little and has these sticky...,,Y
59,practice,6,onion,parent,,parent,Y
59,practice,6,onion,child,What is it?,,Y
59,test,4,A1,child,This is a person that's running and is on the left side,,Y
59,test,4,A1,parent,,parent,Y
59,test,14,A1,parent,"Okay, this one looks like Mariah when she is running her race and she is running super super fast. So which",,Y
59,test,14,A1,child,,child,Y
59,test,26,A1,child,"Okay, yes. This one is like a girl serving a thing",,N
59,test,26,A1,parent,,parent,N
59,test,38,A1,child,,child,N
59,test,7,B1,parent,This one looks like a person walking with his head down like he is sad,,Y
59,test,7,B1,child,,child,Y
59,test,11,B1,child,"okay, uhmm.. this is the same thing.",,Y
59,test,11,B1,child,Is it girl that have a head down or boy that had a..,,Y
59,test,11,B1,parent,,parent,Y
59,test,25,B1,child,,child,Y
59,test,33,B1,child,Yes. This,,Y
59,test,33,B1,parent,What does it decribe so I can pick it?,,Y
59,test,33,B1,child,Is like yellow and red.... walk slow.,,Y
59,test,33,B1,parent,,parent,Y
59,test,3,C1,parent,"This one looks like Apollo when he is running in the house. This shape looks like he is running in the house. Apollo. What, which one looks like a dog running?",,Y
59,test,3,C1,child,,child,Y
59,test,19,C1,child,This one have a dog... it's like a .. would go on her knees for a prayer.,,Y
59,test,19,C1,parent,,parent,Y
59,test,21,C1,parent,Okay. Mine is a... It's like when we're crawling around looking for something on the floor.,,Y
59,test,21,C1,child,,child,Y
59,test,37,C1,child,This one's like a Apollo xxx and it's sniffing,,Y
59,test,37,C1,parent,,parent,Y
59,test,9,D1,parent,This one looks like Mariah when she is in her room reading on the floor.,,N
59,test,9,D1,child,,child,N
59,test,13,D1,child,This is like I'm in a cardboard box reading my book in outer space.,,Y
59,test,13,D1,parent,,parent,Y
59,test,27,D1,parent,Okay. This looks like when you and yyy are laying down the floor watching tv.,,Y
59,test,27,D1,child,,child,Y
59,test,39,D1,child,This one... i'm thinking... this one's when I'm reading my book with my mom,,Y
59,test,39,D1,parent,,parent,Y
59,test,2,E1,child,This one has a diamod on the top,,N
59,test,2,E1,parent,Diamond on the top,parent,N
59,test,12,E1,parent,"This one looks like a little girl jumping up for joy. Like she is very happy, she is very excited, and she is just jumping. Which one is it? You have to select which picture!",,Y
59,test,12,E1,child,,child,Y
59,test,24,E1,child,"This time, it's it's like joy when it's Mother's Day.",,Y
59,test,24,E1,parent,,parent,Y
59,test,40,E1,parent,Okay. Turn over. This is when you know you get to talk to Morgan on the phone and you are super excited. What do you do?,,Y
59,test,40,E1,parent,Okay. When you are super excited to play with Morgan.,,Y
59,test,40,E1,child,,child,Y
59,test,10,F1,child,This is .. uhm .. there is square on top.,,Y
59,test,10,F1,parent,There is a square on top?,,Y
59,test,10,F1,parent,,parent,Y
59,test,18,F1,parent,This one looks like a giant bird.,,Y
59,test,18,F1,child,It's a duck. Nevermind.,,Y
59,test,18,F1,child,,child,Y
59,test,30,F1,child,This one looks like I'm doing ballet in the middle of a night,,Y
59,test,30,F1,parent,,parent,Y
59,test,34,F1,parent,This one looks like a big bird that we see on a zoo.,,Y
59,test,34,F1,child,,child,Y
59,test,8,G1,child,This is.. uhm.. person sitting down for bus or doctor.,,Y
59,test,8,G1,parent,,parent,Y
59,test,8,G1,parent,Waiting for doctor?,,Y
59,test,16,G1,parent,This one looks like when we are sending our prayers on our knees.,,Y
59,test,16,G1,child,,child,Y
59,test,28,G1,child,"Okay, so this one have a lady that looking down and reading like a book or waiting for a bus or train or",,Y
59,test,28,G1,parent,,parent,Y
59,test,36,G1,parent,This one looks like when we are sitting on our chair eating dinner.,,Y
59,test,36,G1,child,,child,Y
59,test,1,H1,parent,This has a square at the top,,N
59,test,1,H1,child,,child,N
59,test,17,H1,child,This one is like a person outside our door giving us a present for Christmas or Mother's Day,,Y
59,test,17,H1,parent,,parent,Y
59,test,23,H1,child,,child,Y
59,test,35,H1,child,This one look like some daddy bringing a handsome gift,,Y
59,test,35,H1,parent,,parent,Y
59,test,5,I1,parent,This one looks like a waitress that has a tray with food that they are serving you. It's like,,Y
59,test,5,I1,child,,child,Y
59,test,15,I1,child,This one is like a waitress that is serving spagetti and meatballs or a shrimp.,,Y
59,test,15,I1,parent,,parent,Y
59,test,29,I1,parent,This one is when you and Papa are playing restaurant,,Y
59,test,29,I1,parent,It's my turn. This one's like when you and Papa are playing restaurant and you're bringing him food.,,Y
59,test,29,I1,child,,child,Y
59,test,31,I1,child,This one has a,,Y
59,test,31,I1,child,This one has a  nice food.,,Y
59,test,31,I1,parent,,parent,Y
59,test,6,K1,child,This one is like Apollo hugging my mommy or my daddy,,Y
59,test,6,K1,parent,,parent,Y
59,test,20,K1,parent,Okay. This looks like a dog begging for food like Apollo when you guys were eating dinner and Apollo is begging for food.,,Y
59,test,20,K1,child,,child,Y
59,test,22,K1,child,This one is like a dog when we are walking Apollo it's like jumping on a person making it,,Y
59,test,22,K1,parent,,parent,Y
59,test,32,K1,child,this one has,,Y
59,test,32,K1,parent,This is my turn,,Y
59,test,32,K1,child,,child,Y
