iterationName,id,wID,aID,utterance,rt,target_type,competitor_type,target,foil,trial_type,trial_index,time_elapsed,age_group,age,button_pressed,utt_length,clean_utt
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,german shepard,6952.35,familiar,close,germanshepherd.jpg,pug.jpg,survey-text,6,120728,adult,NA,NA,14,germanshepard
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,brown bear,7404.605,familiar,close,grizzlybear.jpg,polarbear.jpg,survey-text,7,128637,adult,NA,NA,10,brownbear
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,sparrow,7832.14,familiar,close,sparrow.jpg,eagle.jpg,survey-text,8,136972,adult,NA,NA,7,sparrow
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,blue car,11542.695,familiar,close,sedan.jpg,sportscar.jpg,survey-text,9,149023,adult,NA,NA,8,bluecar
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,blue polo,17482.325,familiar,close,poloshirt.jpg,hawaiishirt.jpg,survey-text,10,167011,adult,NA,NA,9,bluepolo
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,blue car,8350.15,familiar,isolated,sedan.jpg,sportscar.jpg,survey-text,12,184921,adult,NA,NA,8,bluecar
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,brown bear,5729.715,familiar,isolated,grizzlybear.jpg,polarbear.jpg,survey-text,13,191154,adult,NA,NA,10,brownbear
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,sparrow,5119.51,familiar,isolated,sparrow.jpg,eagle.jpg,survey-text,14,196779,adult,NA,NA,7,sparrow
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,goldfish,15438.05,familiar,isolated,goldfish.jpg,swordfish.jpg,survey-text,15,212721,adult,NA,NA,8,goldfish
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,chocolate candy,7896.92,familiar,isolated,mnms.jpg,gummybears.jpg,survey-text,16,221124,adult,NA,NA,15,chocolatecandy
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,german shepard,11103.115,familiar,isolated,germanshepherd.jpg,pug.jpg,survey-text,17,232735,adult,NA,NA,14,germanshepard
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,formal table,9608.85,familiar,isolated,diningtable.jpg,picnictable.jpg,survey-text,18,242849,adult,NA,NA,12,formaltable
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,blue polo,11128.775,familiar,isolated,poloshirt.jpg,hawaiishirt.jpg,survey-text,19,254481,adult,NA,NA,9,bluepolo
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,dancing man,21515.165,tangram,isolated,tangram-48.jpg,tangram-187.jpg,survey-text,21,283305,adult,NA,NA,11,danceman
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,man throwing,11565.895,tangram,isolated,A2.jpg,tangram-99.jpg,survey-text,22,295377,adult,NA,NA,12,manthrow
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,sad man,6562.12,tangram,isolated,B1.jpg,P1.jpg,survey-text,23,302442,adult,NA,NA,7,sadman
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,runner,4624.29,tangram,isolated,tangram-55.jpg,N1.jpg,survey-text,24,307572,adult,NA,NA,6,runner
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,leaping man,12917.99,tangram,isolated,tangram-67.jpg,tangram-32.jpg,survey-text,25,320993,adult,NA,NA,11,leapman
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,reclining man,9015.055,tangram,isolated,tangram-164.jpg,tangram-183.jpg,survey-text,26,330510,adult,NA,NA,13,reclineman
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,strutter,11985.21,tangram,isolated,tangram-90.jpg,tangram-81.jpg,survey-text,27,343000,adult,NA,NA,8,strutter
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,praying man,15404.505,tangram,isolated,H1.jpg,I1.jpg,survey-text,28,358907,adult,NA,NA,11,prayman
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,leaping man,18576.495,tangram,far,tangram-67.jpg,G1.jpg,survey-text,30,395481,adult,NA,NA,11,leapman
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,reclining man,7134.66,tangram,far,tangram-164.jpg,tangram-64.jpg,survey-text,31,403121,adult,NA,NA,13,reclineman
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,kicking man,11601.825,tangram,far,tangram-48.jpg,D1.jpg,survey-text,32,415226,adult,NA,NA,11,kickman
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,running man,5593.605,tangram,far,tangram-55.jpg,tangram-143.jpg,survey-text,33,421323,adult,NA,NA,11,manrun
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,throwing man,7290.78,tangram,far,A2.jpg,C1.jpg,survey-text,34,429120,adult,NA,NA,12,throwman
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,praying man,10822.935,tangram,far,H1.jpg,tangram-8.jpg,survey-text,35,440449,adult,NA,NA,11,prayman
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,sad man,13109.295,tangram,far,B1.jpg,tangram-4.jpg,survey-text,36,454062,adult,NA,NA,7,sadman
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,running man,5583.72,tangram,far,tangram-90.jpg,tangram-120.jpg,survey-text,37,460148,adult,NA,NA,11,manrun
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,sad man,11607.42,tangram,close,B1.jpg,P1.jpg,survey-text,39,480436,adult,NA,NA,7,sadman
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,kicking high,18542.875,tangram,close,tangram-48.jpg,tangram-187.jpg,survey-text,40,499476,adult,NA,NA,12,kickhigh
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,flying leap,8452.335,tangram,close,tangram-67.jpg,tangram-32.jpg,survey-text,41,508429,adult,NA,NA,11,flyleap
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,easy run,21232.395,tangram,close,tangram-55.jpg,N1.jpg,survey-text,42,530163,adult,NA,NA,8,easyrun
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,sturdy proud,34618.09,tangram,close,tangram-90.jpg,tangram-81.jpg,survey-text,43,565287,adult,NA,NA,12,sturdyproud
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,seated thinker,20927.21,tangram,close,tangram-164.jpg,tangram-183.jpg,survey-text,44,586719,adult,NA,NA,14,seatthinker
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,praying hands,23185.6,tangram,close,H1.jpg,I1.jpg,survey-text,45,610412,adult,NA,NA,13,prayhand
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,throwing man,9000.89,tangram,close,A2.jpg,tangram-99.jpg,survey-text,46,619918,adult,NA,NA,12,throwman
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,table,9566.04,familiar,far,diningtable.jpg,wardrobe.jpg,survey-text,48,632833,adult,NA,NA,5,table
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,fish,4457.14,familiar,far,goldfish.jpg,iguana.jpg,survey-text,49,637793,adult,NA,NA,4,fish
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,polo,3319.305,familiar,far,poloshirt.jpg,dress.jpg,survey-text,50,641620,adult,NA,NA,4,polo
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,car,5863.36,familiar,far,sedan.jpg,firetruck.jpg,survey-text,51,647986,adult,NA,NA,3,car
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,candy,4646.925,familiar,far,mnms.jpg,pretzels.jpg,survey-text,52,653139,adult,NA,NA,5,candy
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,bear,2758.25,familiar,far,grizzlybear.jpg,lion.jpg,survey-text,53,656402,adult,NA,NA,4,bear
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,dog,4387.965,familiar,far,germanshepherd.jpg,cow.jpg,survey-text,54,661297,adult,NA,NA,3,dog
pilot2,adult_64,64,36WLNQG780ZCZ9HW80UE5B49WBIBE3,bird,4005.655,familiar,far,sparrow.jpg,squirrel.jpg,survey-text,55,665808,adult,NA,NA,4,bird
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,bear,16668.93,familiar,close,grizzlybear.jpg,polarbear.jpg,survey-text,3,49098,adult,NA,NA,4,bear
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,stylish,11765.14,familiar,close,sedan.jpg,sportscar.jpg,survey-text,4,61372,adult,NA,NA,7,stylish
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,nice,7380.89,familiar,close,poloshirt.jpg,hawaiishirt.jpg,survey-text,5,69274,adult,NA,NA,4,nice
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,stylish,7774.565,familiar,close,goldfish.jpg,swordfish.jpg,survey-text,6,77565,adult,NA,NA,7,stylish
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,colourful,11533.215,familiar,close,mnms.jpg,gummybears.jpg,survey-text,7,89837,adult,NA,NA,9,colourful
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,nice,14318.385,familiar,close,diningtable.jpg,picnictable.jpg,survey-text,8,104751,adult,NA,NA,4,nice
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,nice,24059.49,familiar,close,germanshepherd.jpg,pug.jpg,survey-text,9,129331,adult,NA,NA,4,nice
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,cute,6958.015,familiar,close,sparrow.jpg,eagle.jpg,survey-text,10,136803,adult,NA,NA,4,cute
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,stylish,10043.265,familiar,far,goldfish.jpg,iguana.jpg,survey-text,12,161378,adult,NA,NA,7,stylish
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,cute,10241.95,familiar,far,sparrow.jpg,squirrel.jpg,survey-text,13,172139,adult,NA,NA,4,cute
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,good,11203.23,familiar,far,poloshirt.jpg,dress.jpg,survey-text,14,184155,adult,NA,NA,4,good
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,bear,7049.335,familiar,far,grizzlybear.jpg,lion.jpg,survey-text,15,191719,adult,NA,NA,4,bear
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,cute,6255.995,familiar,far,germanshepherd.jpg,cow.jpg,survey-text,16,198486,adult,NA,NA,4,cute
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,colourful,12948.915,familiar,far,mnms.jpg,pretzels.jpg,survey-text,17,211949,adult,NA,NA,9,colourful
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,stylish,4817.575,familiar,far,sedan.jpg,firetruck.jpg,survey-text,18,217288,adult,NA,NA,7,stylish
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,simple,32251.04,familiar,far,diningtable.jpg,wardrobe.jpg,survey-text,19,250079,adult,NA,NA,6,simple
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,bear,6076.675,familiar,isolated,grizzlybear.jpg,polarbear.jpg,survey-text,21,271127,adult,NA,NA,4,bear
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,stylish,5388.545,familiar,isolated,sedan.jpg,sportscar.jpg,survey-text,22,277025,adult,NA,NA,7,stylish
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,cute,11037.75,familiar,isolated,sparrow.jpg,eagle.jpg,survey-text,23,288701,adult,NA,NA,4,cute
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,stylish,5759.765,familiar,isolated,goldfish.jpg,swordfish.jpg,survey-text,24,294981,adult,NA,NA,7,stylish
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,nice,4314.425,familiar,isolated,poloshirt.jpg,hawaiishirt.jpg,survey-text,25,299806,adult,NA,NA,4,nice
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,simple,10817.33,familiar,isolated,diningtable.jpg,picnictable.jpg,survey-text,26,311144,adult,NA,NA,6,simple
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,cute,5298.97,familiar,isolated,germanshepherd.jpg,pug.jpg,survey-text,27,316953,adult,NA,NA,4,cute
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,colourful,5323.235,familiar,isolated,mnms.jpg,gummybears.jpg,survey-text,28,322800,adult,NA,NA,9,colourful
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,walking,14058.5,tangram,close,A2.jpg,tangram-99.jpg,survey-text,30,342518,adult,NA,NA,7,walk
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,walking,11156.825,tangram,close,B1.jpg,P1.jpg,survey-text,31,354188,adult,NA,NA,7,walk
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,running,7178.175,tangram,close,tangram-55.jpg,N1.jpg,survey-text,32,361881,adult,NA,NA,7,run
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,playing,8085.095,tangram,close,tangram-67.jpg,tangram-32.jpg,survey-text,33,370511,adult,NA,NA,7,play
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,different,10671.285,tangram,close,tangram-90.jpg,tangram-81.jpg,survey-text,34,381700,adult,NA,NA,9,different
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,studing,13644.185,tangram,close,H1.jpg,I1.jpg,survey-text,35,396010,adult,NA,NA,7,studing
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,kicking,8563.25,tangram,close,tangram-48.jpg,tangram-187.jpg,survey-text,36,405085,adult,NA,NA,7,kick
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,sitting,7914.385,tangram,close,tangram-164.jpg,tangram-183.jpg,survey-text,37,413664,adult,NA,NA,7,sit
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,walking,9016.37,tangram,far,tangram-90.jpg,tangram-120.jpg,survey-text,39,425716,adult,NA,NA,7,walk
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,walking,9988.6,tangram,far,B1.jpg,tangram-4.jpg,survey-text,40,436217,adult,NA,NA,7,walk
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,different,11880.295,tangram,far,A2.jpg,C1.jpg,survey-text,41,448616,adult,NA,NA,9,different
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,sitting,8862.575,tangram,far,tangram-164.jpg,tangram-64.jpg,survey-text,42,457995,adult,NA,NA,7,sit
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,kicking,6541.86,tangram,far,tangram-48.jpg,D1.jpg,survey-text,43,465142,adult,NA,NA,7,kick
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,running,11182.82,tangram,far,tangram-55.jpg,tangram-143.jpg,survey-text,44,476847,adult,NA,NA,7,run
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,running,7946.44,tangram,far,tangram-67.jpg,G1.jpg,survey-text,45,485317,adult,NA,NA,7,run
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,studying,19100.605,tangram,far,H1.jpg,tangram-8.jpg,survey-text,46,504931,adult,NA,NA,8,study
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,walking,11762.73,tangram,isolated,tangram-90.jpg,tangram-81.jpg,survey-text,48,522368,adult,NA,NA,7,walk
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,walking,4822.22,tangram,isolated,B1.jpg,P1.jpg,survey-text,49,527708,adult,NA,NA,7,walk
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,different,9258.68,tangram,isolated,A2.jpg,tangram-99.jpg,survey-text,50,537479,adult,NA,NA,9,different
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,running,5363.205,tangram,isolated,tangram-55.jpg,N1.jpg,survey-text,51,543354,adult,NA,NA,7,run
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,kicking,4819.555,tangram,isolated,tangram-48.jpg,tangram-187.jpg,survey-text,52,548756,adult,NA,NA,7,kick
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,sitting,7880.81,tangram,isolated,tangram-164.jpg,tangram-183.jpg,survey-text,53,557152,adult,NA,NA,7,sit
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,running,5740.46,tangram,isolated,tangram-67.jpg,tangram-32.jpg,survey-text,54,563438,adult,NA,NA,7,run
pilot2,adult_65,65,3QY5DC2MXS9J1MQY32VFSJHXXXNFUP,studying,9356.385,tangram,isolated,H1.jpg,I1.jpg,survey-text,55,573324,adult,NA,NA,8,study
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,car,4399.915,familiar,far,sedan.jpg,firetruck.jpg,survey-text,3,130999,adult,NA,NA,3,car
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,table,2631.905,familiar,far,diningtable.jpg,wardrobe.jpg,survey-text,4,134136,adult,NA,NA,5,table
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,bird,3358.75,familiar,far,sparrow.jpg,squirrel.jpg,survey-text,5,138000,adult,NA,NA,4,bird
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,m&ms,16128.465,familiar,far,mnms.jpg,pretzels.jpg,survey-text,6,154634,adult,NA,NA,4,mnms
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,blue shirt,3827.43,familiar,far,poloshirt.jpg,dress.jpg,survey-text,7,158966,adult,NA,NA,10,blueshirt
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,german shepard,3479.765,familiar,far,germanshepherd.jpg,cow.jpg,survey-text,8,162950,adult,NA,NA,14,germanshepard
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,goldfish,3037.54,familiar,far,goldfish.jpg,iguana.jpg,survey-text,9,166492,adult,NA,NA,8,goldfish
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,bear,28762.96,familiar,far,grizzlybear.jpg,lion.jpg,survey-text,10,195760,adult,NA,NA,4,bear
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,walking,5422.88,tangram,far,A2.jpg,C1.jpg,survey-text,12,281186,adult,NA,NA,7,walk
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,walking,52593.395,tangram,far,tangram-55.jpg,tangram-143.jpg,survey-text,13,334284,adult,NA,NA,7,walk
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,sitting,2940.68,tangram,far,tangram-164.jpg,tangram-64.jpg,survey-text,14,337729,adult,NA,NA,7,sit
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,running,2932.78,tangram,far,tangram-67.jpg,G1.jpg,survey-text,15,341167,adult,NA,NA,7,run
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,slouching,3081.765,tangram,far,B1.jpg,tangram-4.jpg,survey-text,16,344753,adult,NA,NA,9,slouch
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,dancing,2392.36,tangram,far,tangram-90.jpg,tangram-120.jpg,survey-text,17,347650,adult,NA,NA,7,dance
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,kicking,2594.905,tangram,far,tangram-48.jpg,D1.jpg,survey-text,18,350749,adult,NA,NA,7,kick
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,humbled,3920.11,tangram,far,H1.jpg,tangram-8.jpg,survey-text,19,355173,adult,NA,NA,7,humble
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,dog,2700.67,familiar,isolated,germanshepherd.jpg,pug.jpg,survey-text,21,522676,adult,NA,NA,3,dog
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,shirt,2117.525,familiar,isolated,poloshirt.jpg,hawaiishirt.jpg,survey-text,22,525297,adult,NA,NA,5,shirt
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,candies,2943.945,familiar,isolated,mnms.jpg,gummybears.jpg,survey-text,23,528745,adult,NA,NA,7,candy
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,bird,2100.835,familiar,isolated,sparrow.jpg,eagle.jpg,survey-text,24,531348,adult,NA,NA,4,bird
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,car,2885.8,familiar,isolated,sedan.jpg,sportscar.jpg,survey-text,25,534737,adult,NA,NA,3,car
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,table,2807.81,familiar,isolated,diningtable.jpg,picnictable.jpg,survey-text,26,538050,adult,NA,NA,5,table
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,fish,1746.4,familiar,isolated,goldfish.jpg,swordfish.jpg,survey-text,27,540301,adult,NA,NA,4,fish
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,bear,1635.425,familiar,isolated,grizzlybear.jpg,polarbear.jpg,survey-text,28,542441,adult,NA,NA,4,bear
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,running,4677.55,tangram,isolated,tangram-55.jpg,N1.jpg,survey-text,30,549267,adult,NA,NA,7,run
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,sitting,2027.865,tangram,isolated,tangram-164.jpg,tangram-183.jpg,survey-text,31,551797,adult,NA,NA,7,sit
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,sulking,2574.11,tangram,isolated,B1.jpg,P1.jpg,survey-text,32,554875,adult,NA,NA,7,sulk
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,throwing,2865.04,tangram,isolated,A2.jpg,tangram-99.jpg,survey-text,33,558245,adult,NA,NA,8,throw
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,dancing,6546.305,tangram,isolated,tangram-90.jpg,tangram-81.jpg,survey-text,34,565294,adult,NA,NA,7,dance
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,humbled,2312.78,tangram,isolated,H1.jpg,I1.jpg,survey-text,35,568111,adult,NA,NA,7,humble
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,running,2987.095,tangram,isolated,tangram-67.jpg,tangram-32.jpg,survey-text,36,571601,adult,NA,NA,7,run
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,kicking,2184.805,tangram,isolated,tangram-48.jpg,tangram-187.jpg,survey-text,37,574289,adult,NA,NA,7,kick
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,candies,51268.975,familiar,close,mnms.jpg,gummybears.jpg,survey-text,39,628683,adult,NA,NA,7,candy
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,fish,12237.82,familiar,close,goldfish.jpg,swordfish.jpg,survey-text,40,641437,adult,NA,NA,4,fish
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,bear,4261.59,familiar,close,grizzlybear.jpg,polarbear.jpg,survey-text,41,646203,adult,NA,NA,4,bear
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,cars,2858.505,familiar,close,sedan.jpg,sportscar.jpg,survey-text,42,649565,adult,NA,NA,4,car
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,shirt,2532.76,familiar,close,poloshirt.jpg,hawaiishirt.jpg,survey-text,43,652600,adult,NA,NA,5,shirt
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,dog,1819.465,familiar,close,germanshepherd.jpg,pug.jpg,survey-text,44,654925,adult,NA,NA,3,dog
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,tables,1878.78,familiar,close,diningtable.jpg,picnictable.jpg,survey-text,45,657309,adult,NA,NA,6,table
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,bird,1973.77,familiar,close,sparrow.jpg,eagle.jpg,survey-text,46,659787,adult,NA,NA,4,bird
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,humbled,3665.72,tangram,close,H1.jpg,I1.jpg,survey-text,48,665262,adult,NA,NA,7,humble
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,sitting,19363.435,tangram,close,tangram-164.jpg,tangram-183.jpg,survey-text,49,685605,adult,NA,NA,7,sit
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,sulking,2523.415,tangram,close,B1.jpg,P1.jpg,survey-text,50,688634,adult,NA,NA,7,sulk
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,throwing,4340.67,tangram,close,A2.jpg,tangram-99.jpg,survey-text,51,693482,adult,NA,NA,8,throw
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,kicking,2466.385,tangram,close,tangram-48.jpg,tangram-187.jpg,survey-text,52,696452,adult,NA,NA,7,kick
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,running,1941.44,tangram,close,tangram-67.jpg,tangram-32.jpg,survey-text,53,698899,adult,NA,NA,7,run
pilot2,adult_66,66,3IJXV6UZ1Y8BVL070G6VQ5756PXIRZ,running,2202.07,tangram,close,tangram-55.jpg,N1.jpg,survey-text,54,701605,adult,NA,NA,7,run
