_id,iterationName,wID,aID,utterance,rt,target_type,competitor_type,target,foil,trial_type,trial_index,time_elapsed
ObjectId(5ffe0f1be76abe1e679492c3),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,man,5752,tangram,isolated,C2.jpg,NA,survey-text,2,21944
ObjectId(5ffe0f22e76abe1e679492c4),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,thief,6047,tangram,isolated,P1.jpg,NA,survey-text,3,28508
ObjectId(5ffe0f34e76abe1e679492c6),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,dress,17342,tangram,isolated,M1.jpg,NA,survey-text,4,46356
ObjectId(5ffe0f39e76abe1e679492c7),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,horse,4826,tangram,isolated,tangram-114.jpg,NA,survey-text,5,51701
ObjectId(5ffe0f42e76abe1e679492c8),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,prayer,8954,tangram,isolated,tangram-111.jpg,NA,survey-text,6,61164
ObjectId(5ffe0f4ee76abe1e679492c9),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,dog,11355,tangram,isolated,tangram-179.jpg,NA,survey-text,7,73028
ObjectId(5ffe0f5be76abe1e679492cb),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,run,11926,tangram,isolated,tangram-150.jpg,NA,survey-text,8,85469
ObjectId(5ffe0f61e76abe1e679492cc),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,bow,5842,tangram,isolated,tangram-140.jpg,NA,survey-text,9,91820
ObjectId(5ffe0f62e76abe1e679492cd),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,runner,8105.94499995932,tangram,isolated,tangram-55.jpg,NA,survey-text,2,82662
ObjectId(5ffe0f6be76abe1e679492ce),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,lean,9335,tangram,isolated,tangram-126.jpg,NA,survey-text,10,101668
ObjectId(5ffe0f6ce76abe1e679492cf),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,hiking,9648.76499993261,tangram,isolated,L1.jpg,NA,survey-text,3,92814
ObjectId(5ffe0f73e76abe1e679492d1),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,sitting,6189.02499997057,tangram,isolated,G1.jpg,NA,survey-text,4,99506
ObjectId(5ffe0f76e76abe1e679492d2),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,sprint,10337,tangram,isolated,tangram-55.jpg,NA,survey-text,11,112523
ObjectId(5ffe0f7be76abe1e679492d4),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,lounging,7308.334999950603,tangram,isolated,tangram-143.jpg,NA,survey-text,5,107320
ObjectId(5ffe0f7de76abe1e679492d5),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,skip,6699,tangram,isolated,tangram-32.jpg,NA,survey-text,12,119731
ObjectId(5ffe0f7ee76abe1e679492d6),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,running,6810.889999993378,tangram,isolated,R1.jpg,NA,survey-text,2,26574
ObjectId(5ffe0f7fe76abe1e679492d7),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,digging,4175.354999955744,tangram,isolated,tangram-192.jpg,NA,survey-text,6,111998
ObjectId(5ffe0f83e76abe1e679492d8),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,falling,3360.3900000452995,tangram,isolated,tangram-183.jpg,NA,survey-text,7,115862
ObjectId(5ffe0f84e76abe1e679492d9),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,relaxation,6588,tangram,isolated,tangram-183.jpg,NA,survey-text,13,126828
ObjectId(5ffe0f88e76abe1e679492da),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,jogging,9868.784999998752,tangram,isolated,A1.jpg,NA,survey-text,3,36951
ObjectId(5ffe0f8ce76abe1e679492db),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,climbing,8660.425000009127,tangram,isolated,tangram-9.jpg,NA,survey-text,8,125026
ObjectId(5ffe0f90e76abe1e679492dc),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,rowing,3296.870000078343,tangram,isolated,D1.jpg,NA,survey-text,9,128826
ObjectId(5ffe0f90e76abe1e679492dd),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,walking,7703.670000017155,tangram,isolated,tangram-44.jpg,NA,survey-text,4,45166
ObjectId(5ffe0f92e76abe1e679492de),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,dance,13129,tangram,isolated,tangram-192.jpg,NA,survey-text,14,140468
ObjectId(5ffe0f98e76abe1e679492df),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,beg,5313,tangram,isolated,I1.jpg,NA,survey-text,15,146284
ObjectId(5ffe0f98e76abe1e679492e0),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,sleeping,7531.539999996312,tangram,isolated,Y1.jpg,NA,survey-text,5,53207
ObjectId(5ffe0f99e76abe1e679492e1),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,walking,8607.350000063889,tangram,isolated,F1.jpg,NA,survey-text,10,137937
ObjectId(5ffe0f9ee76abe1e679492e2),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,lounging,5482.929999998305,tangram,isolated,D1.jpg,NA,survey-text,6,59198
ObjectId(5ffe0fa0e76abe1e679492e3),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,rejection,7844,tangram,isolated,tangram-64.jpg,NA,survey-text,16,154636
ObjectId(5ffe0fa2e76abe1e679492e4),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,pedestrian,8133.4550000028685,tangram,isolated,tangram-96.jpg,NA,survey-text,11,146574
ObjectId(5ffe0fa3e76abe1e679492e5),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,dancing,4369.735000014771,tangram,isolated,tangram-53.jpg,NA,survey-text,7,64088
ObjectId(5ffe0fa8e76abe1e679492e6),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,playing,5511.784999980591,tangram,isolated,O1.jpg,NA,survey-text,12,152590
ObjectId(5ffe0fa9e76abe1e679492e7),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,kicking,5220.549999998184,tangram,isolated,tangram-187.jpg,NA,survey-text,8,69818
ObjectId(5ffe0faae76abe1e679492e8),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,strawberry,9611,catch,NA,catch_trial.jpg,NA,survey-text,17,164755
ObjectId(5ffe0fafe76abe1e679492e9),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,marching,6182.009999989532,tangram,isolated,tangram-108.jpg,NA,survey-text,13,159275
ObjectId(5ffe0fb3e76abe1e679492ea),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,dancing,3655.3700000513345,tangram,isolated,tangram-30.jpg,NA,survey-text,14,163435
ObjectId(5ffe0fb6e76abe1e679492eb),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,dress,11751,tangram,isolated,tangram-146.jpg,NA,survey-text,18,177020
ObjectId(5ffe0fb8e76abe1e679492ec),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,reading,14199.599999992643,tangram,isolated,tangram-4.jpg,NA,survey-text,9,84523
ObjectId(5ffe0fbce76abe1e679492ed),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,standing,4153.01000000909,tangram,isolated,C2.jpg,NA,survey-text,10,89184
ObjectId(5ffe0fbde76abe1e679492ee),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,crossing,9389.354999992065,tangram,isolated,tangram-178.jpg,NA,survey-text,15,173327
ObjectId(5ffe0fbee76abe1e679492ef),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,praying,7080,tangram,isolated,C1.jpg,NA,survey-text,19,184619
ObjectId(5ffe0fc7e76abe1e679492f1),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,Santa,8606,tangram,isolated,tangram-9.jpg,NA,survey-text,20,193731
ObjectId(5ffe0fc7e76abe1e679492f2),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,washing,10478.224999998929,tangram,isolated,tangram-179.jpg,NA,survey-text,11,100169
ObjectId(5ffe0fcee76abe1e679492f4),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,monk,6843,tangram,isolated,tangram-87.jpg,NA,survey-text,21,201091
ObjectId(5ffe0fd1e76abe1e679492f6),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,walking,20105.845000012778,tangram,isolated,tangram-99.jpg,NA,survey-text,16,193936
ObjectId(5ffe0fd2e76abe1e679492f7),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,man,8195.169999962673,tangram,isolated,tangram-168.jpg,NA,survey-text,2,42006
ObjectId(5ffe0fd5e76abe1e679492f8),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,napping,13057.449999992969,tangram,isolated,tangram-87.jpg,NA,survey-text,12,113729
ObjectId(5ffe0fd7e76abe1e679492fa),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,standing,4848.235000157729,tangram,isolated,T1.jpg,NA,survey-text,3,47365
ObjectId(5ffe0fd9e76abe1e679492fb),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,girl,10078,tangram,isolated,A2.jpg,NA,survey-text,22,211675
ObjectId(5ffe0fdae76abe1e679492fc),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,strawberry,7837.100000004284,catch,NA,catch_trial.jpg,NA,survey-text,17,202278
ObjectId(5ffe0fdbe76abe1e679492fd),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,relaxing,5136.310000001686,tangram,isolated,tangram-164.jpg,NA,survey-text,13,119372
ObjectId(5ffe0fdce76abe1e679492fe),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,running,5684.409999999843,tangram,isolated,tangram-64.jpg,NA,survey-text,2,25700
ObjectId(5ffe0fdce76abe1e679492ff),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,throw,4591.245000017807,tangram,isolated,tangram-108.jpg,NA,survey-text,4,52468
ObjectId(5ffe0fdfe76abe1e67949300),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,dance,2210.6550000607967,tangram,isolated,tangram-103.jpg,NA,survey-text,5,55189
ObjectId(5ffe0fdfe76abe1e67949301),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,running,4988.974999985658,tangram,isolated,tangram-81.jpg,NA,survey-text,18,207771
ObjectId(5ffe0fe0e76abe1e67949302),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,reading,4009.3350000006467,tangram,isolated,tangram-6.jpg,NA,survey-text,3,30222
ObjectId(5ffe0fe1e76abe1e67949303),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,leaning,5899.329999985639,tangram,isolated,tangram-140.jpg,NA,survey-text,14,125776
ObjectId(5ffe0fe3e76abe1e67949304),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,basketball,3810.4649998713285,tangram,isolated,A1.jpg,NA,survey-text,6,59508
ObjectId(5ffe0fe4e76abe1e67949305),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,athlete,10109,tangram,isolated,tangram-90.jpg,NA,survey-text,23,222299
ObjectId(5ffe0fe5e76abe1e67949306),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,crouching,4163.504999999532,tangram,isolated,tangram-9.jpg,NA,survey-text,4,34890
ObjectId(5ffe0fe5e76abe1e67949307),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,falling,5879.460000083782,tangram,isolated,tangram-179.jpg,NA,survey-text,19,214154
ObjectId(5ffe0fe6e76abe1e67949308),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,hill,2291.20000009425,tangram,isolated,tangram-87.jpg,NA,survey-text,7,62316
ObjectId(5ffe0fe8e76abe1e67949309),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,fighting,6532.209999975748,tangram,isolated,tangram-178.jpg,NA,survey-text,15,132823
ObjectId(5ffe0febe76abe1e6794930a),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,jump,4222.779999952763,tangram,isolated,tangram-119.jpg,NA,survey-text,8,67053
ObjectId(5ffe0febe76abe1e6794930b),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,skipping,5563.67500000033,tangram,isolated,V1.jpg,NA,survey-text,5,40959
ObjectId(5ffe0fede76abe1e6794930c),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,hazardous,7366.309999953955,tangram,isolated,tangram-8.jpg,NA,survey-text,20,222023
ObjectId(5ffe0fefe76abe1e6794930d),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,sport,10502,tangram,isolated,tangram-106.jpg,NA,survey-text,24,233314
ObjectId(5ffe0fefe76abe1e6794930e),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,dance,3185.25500013493,tangram,isolated,tangram-30.jpg,NA,survey-text,9,70748
ObjectId(5ffe0fefe76abe1e6794930f),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,dancing,3672.5100000003295,tangram,isolated,tangram-103.jpg,NA,survey-text,6,45135
ObjectId(5ffe0ff2e76abe1e67949310),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,sports,3639.9400000227615,tangram,isolated,tangram-48.jpg,NA,survey-text,21,226167
ObjectId(5ffe0ff2e76abe1e67949311),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,walk,2994.359999895096,tangram,isolated,tangram-96.jpg,NA,survey-text,10,74270
ObjectId(5ffe0ff3e76abe1e67949312),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,huddling,10401.24000000651,tangram,isolated,tangram-9.jpg,NA,survey-text,16,143732
ObjectId(5ffe0ff4e76abe1e67949313),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,run,1792.5849999301136,tangram,isolated,tangram-55.jpg,NA,survey-text,11,76572
ObjectId(5ffe0ff5e76abe1e67949314),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,sitting,4847.53499999988,tangram,isolated,tangram-164.jpg,NA,survey-text,7,50487
ObjectId(5ffe0ff6e76abe1e67949315),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,running,6741,tangram,isolated,F1.jpg,NA,survey-text,25,240571
ObjectId(5ffe0ff8e76abe1e67949316),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,strawberry,4688.869999983581,catch,NA,catch_trial.jpg,NA,survey-text,17,148938
ObjectId(5ffe0ff9e76abe1e67949317),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,running,3406.380000000354,tangram,isolated,tangram-55.jpg,NA,survey-text,8,54398
ObjectId(5ffe0ff9e76abe1e67949318),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,friends,6969.400000059977,tangram,isolated,tangram-53.jpg,NA,survey-text,22,233639
ObjectId(5ffe0ffbe76abe1e67949319),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,hoop,6206.119999988005,tangram,isolated,tangram-126.jpg,NA,survey-text,12,83293
ObjectId(5ffe0ffde76abe1e6794931a),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,sitting,6441,tangram,isolated,tangram-164.jpg,NA,survey-text,26,247531
ObjectId(5ffe0ffde76abe1e6794931b),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,jumping,4287.865000000238,tangram,isolated,tangram-192.jpg,NA,survey-text,9,59191
ObjectId(5ffe0ffee76abe1e6794931c),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,jump,2582.440000027418,tangram,isolated,tangram-111.jpg,NA,survey-text,13,86388
ObjectId(5ffe0fffe76abe1e6794931d),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,education,5330.590000026859,tangram,isolated,tangram-6.jpg,NA,survey-text,23,239484
ObjectId(5ffe0fffe76abe1e6794931e),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,sprinting,6840.895000001183,tangram,isolated,tangram-67.jpg,NA,survey-text,18,156290
ObjectId(5ffe1000e76abe1e6794931f),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,walking,2399.1949999999633,tangram,isolated,tangram-171.jpg,NA,survey-text,10,62094
ObjectId(5ffe1001e76abe1e67949320),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,stand,2022.5900001823902,tangram,isolated,Y1.jpg,NA,survey-text,14,88926
ObjectId(5ffe1004e76abe1e67949321),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,love,2848.0749998707324,tangram,isolated,tangram-179.jpg,NA,survey-text,15,92285
ObjectId(5ffe1006e76abe1e67949322),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,snake,8587,tangram,isolated,tangram-155.jpg,NA,survey-text,27,256626
ObjectId(5ffe1006e76abe1e67949323),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,still,5396.8599999998405,tangram,isolated,Y1.jpg,NA,survey-text,11,67995
ObjectId(5ffe1007e76abe1e67949324),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,doctor,7957.389999995939,tangram,isolated,K1.jpg,NA,survey-text,24,247945
ObjectId(5ffe1009e76abe1e67949325),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,prancing,8606.890000024578,tangram,isolated,tangram-48.jpg,NA,survey-text,19,165399
ObjectId(5ffe100be76abe1e67949326),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,cape,4573,tangram,isolated,N1.jpg,NA,survey-text,28,261706
ObjectId(5ffe100ee76abe1e67949327),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,straight,7098.245000000141,tangram,isolated,C2.jpg,NA,survey-text,12,75598
ObjectId(5ffe100fe76abe1e67949328),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,meeting,7106.635000091046,tangram,isolated,tangram-164.jpg,NA,survey-text,25,255555
ObjectId(5ffe1010e76abe1e6794932a),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,stealing,7428.690000000643,tangram,isolated,A2.jpg,NA,survey-text,20,173333
ObjectId(5ffe1012e76abe1e6794932b),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,excitement,13357.855000067502,tangram,isolated,E1.jpg,NA,survey-text,16,106156
ObjectId(5ffe1013e76abe1e6794932c),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,fat,4359.995000000708,tangram,isolated,tangram-71.jpg,NA,survey-text,13,80464
ObjectId(5ffe1014e76abe1e6794932d),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,sculpture,8901,tangram,isolated,tangram-142.jpg,NA,survey-text,29,271122
ObjectId(5ffe1016e76abe1e6794932e),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,celebration,6461.140000028536,tangram,isolated,tangram-4.jpg,NA,survey-text,26,262531
ObjectId(5ffe1018e76abe1e67949330),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,jumping,4738.5749999994005,tangram,isolated,F1.jpg,NA,survey-text,14,85707
ObjectId(5ffe1019e76abe1e67949331),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,listening,7824.055000004591,tangram,isolated,tangram-120.jpg,NA,survey-text,21,181676
ObjectId(5ffe1019e76abe1e67949332),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,strawberry,6362.029999960214,catch,NA,catch_trial.jpg,NA,survey-text,17,113028
ObjectId(5ffe101de76abe1e67949333),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,jump,3978.099999949336,tangram,isolated,tangram-8.jpg,NA,survey-text,18,117518
ObjectId(5ffe101ee76abe1e67949334),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,bending,5480.174999999697,tangram,isolated,K1.jpg,NA,survey-text,15,91691
ObjectId(5ffe1020e76abe1e67949335),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,gathering,9549.18499989435,tangram,isolated,tangram-114.jpg,NA,survey-text,27,272583
ObjectId(5ffe1020e76abe1e67949336),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,matron,11265,tangram,isolated,tangram-120.jpg,NA,survey-text,30,282898
ObjectId(5ffe1020e76abe1e67949337),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,dance,2361.97999981232,tangram,isolated,tangram-99.jpg,NA,survey-text,19,120388
ObjectId(5ffe1021e76abe1e67949338),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,reading,2692.099999999293,tangram,isolated,tangram-4.jpg,NA,survey-text,16,94887
ObjectId(5ffe1023e76abe1e67949339),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,jump,2624.5399999897927,tangram,isolated,tangram-164.jpg,NA,survey-text,20,123532
ObjectId(5ffe1025e76abe1e6794933a),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,ladies,4999.775000032969,tangram,isolated,tangram-146.jpg,NA,survey-text,28,278086
ObjectId(5ffe1026e76abe1e6794933b),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,run,1857.920000096783,tangram,isolated,tangram-81.jpg,NA,survey-text,21,125900
ObjectId(5ffe1026e76abe1e6794933c),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,strawberry,4218.824999999924,catch,NA,catch_trial.jpg,NA,survey-text,17,99610
ObjectId(5ffe1027e76abe1e6794933d),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,happy,13794.23499997938,tangram,isolated,tangram-30.jpg,NA,survey-text,22,195984
ObjectId(5ffe1028e76abe1e6794933e),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,run,1759.0149999596179,tangram,isolated,N1.jpg,NA,survey-text,22,128172
ObjectId(5ffe1028e76abe1e6794933f),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,men,2439.6249999990687,tangram,isolated,B1.jpg,NA,survey-text,29,281028
ObjectId(5ffe1029e76abe1e67949340),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,dog,8730,tangram,isolated,tangram-178.jpg,NA,survey-text,31,292138
ObjectId(5ffe102ae76abe1e67949341),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,leaping,3598.0550000003714,tangram,isolated,tangram-67.jpg,NA,survey-text,18,103715
ObjectId(5ffe102be76abe1e67949342),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,stand,2218.540000030771,tangram,isolated,G1.jpg,NA,survey-text,23,130901
ObjectId(5ffe102ce76abe1e67949343),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,swinging,4459.044999995967,tangram,isolated,tangram-119.jpg,NA,survey-text,23,200951
ObjectId(5ffe102ce76abe1e67949344),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,dancing,3471.6349999653175,tangram,isolated,tangram-32.jpg,NA,survey-text,30,285003
ObjectId(5ffe102de76abe1e67949345),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,run,1735.4049999266863,tangram,isolated,F1.jpg,NA,survey-text,24,133148
ObjectId(5ffe102fe76abe1e67949346),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,stand,1749.5300001464784,tangram,isolated,C2.jpg,NA,survey-text,25,135412
ObjectId(5ffe1032e76abe1e67949347),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,laying,7764.489999999583,tangram,isolated,D1.jpg,NA,survey-text,19,111986
ObjectId(5ffe1033e76abe1e67949348),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,studying,5966.9349999167025,tangram,isolated,tangram-71.jpg,NA,survey-text,31,291474
ObjectId(5ffe1033e76abe1e67949349),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,chicken,3431.71999999322,tangram,isolated,tangram-155.jpg,NA,survey-text,26,139356
ObjectId(5ffe1037e76abe1e6794934a),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,tree,2905.830000061542,tangram,isolated,tangram-146.jpg,NA,survey-text,27,142772
ObjectId(5ffe1037e76abe1e6794934b),full_sample,46,35GCEFQ6I6D5794FPUTL827FML73ZL,jogging,3874.874999979511,tangram,isolated,N1.jpg,NA,survey-text,32,295852
ObjectId(5ffe1038e76abe1e6794934c),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,skipping,5447.589999999764,tangram,isolated,tangram-81.jpg,NA,survey-text,20,117939
ObjectId(5ffe1039e76abe1e6794934d),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,jump,1848.1799999717623,tangram,isolated,tangram-53.jpg,NA,survey-text,28,145132
ObjectId(5ffe1039e76abe1e6794934e),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,defiant,12612.495000008494,tangram,isolated,tangram-103.jpg,NA,survey-text,24,214069
ObjectId(5ffe103ae76abe1e6794934f),full_sample,159,3BQU611VFQ9CGKBI250WMR887AS99S,Chicken,35019.77499999339,tangram,isolated,tangram-146.jpg,NA,survey-text,2,51837
ObjectId(5ffe103be76abe1e67949350),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,jump,1682.6850001234561,tangram,isolated,tangram-183.jpg,NA,survey-text,29,147324
ObjectId(5ffe103ce76abe1e67949351),full_sample,47,352YTHGROW24YKNPJMSXI0VG4VMH4U,hat,17775,tangram,isolated,tangram-71.jpg,NA,survey-text,32,310425
ObjectId(5ffe103ce76abe1e67949352),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,kneeling,3224.785000000338,tangram,isolated,tangram-87.jpg,NA,survey-text,21,121669
ObjectId(5ffe103de76abe1e67949353),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,jump,1626.2699998915195,tangram,isolated,tangram-178.jpg,NA,survey-text,30,149460
ObjectId(5ffe103fe76abe1e67949354),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,nerdy,5564.459999994142,tangram,isolated,H1.jpg,NA,survey-text,25,220138
ObjectId(5ffe103fe76abe1e67949355),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,jump,1623.4049999620765,tangram,isolated,tangram-140.jpg,NA,survey-text,31,151596
ObjectId(5ffe1042e76abe1e67949356),full_sample,8,3JMSRU9HQJJR8NF2DHLE6NYGPZREVN,hill,1879.820000147447,tangram,isolated,M1.jpg,NA,survey-text,32,153989
ObjectId(5ffe1043e76abe1e67949357),full_sample,69,3ZPPDN2SLWLTBG2ZAGGIE59JY789E2,jumping,6355.050000000119,tangram,isolated,tangram-90.jpg,NA,survey-text,22,128529
ObjectId(5ffe1044e76abe1e67949358),full_sample,163,3TR2532VIQJE4DMTQAOXRBV9DEW6J9,serving,3998.859999992419,tangram,isolated,I1.jpg,NA,survey-text,26,224640
